code,codeName,peTTM,pbMRQ,close,totalValue,industry,roe_mean,roe_std,roe_count,roe_volatility,eps_predicted,avg_dividend_pay_rate,amount,stockDividend,dividend_yield,predicted_dividend_yield,pe_rank,pb_rank,dividend_rank,predicted_dividend_rank,roe_mean_rank,roe_volatility_rank,total_rank
sh.601169,北京银行,4.459753,0.415416,5.46,115446416318.62216,J66货币金融服务,0.054275666666666667,0.021912055349671302,18.0,0.40371784807810684,1.175,26.2981808014915,0.95,0.0,0.0347985347985348,0.05659407040614014,3.0,8.0,37.0,20.0,449.0,71.0,31.0
sh.601818,光大银行,4.900208,0.380592,3.22,149415222010.6803,J66货币金融服务,0.0557965,0.023498826316748374,18.0,0.42115233602015134,0.6575,25.9203483886035,0.657,0.0,0.04080745341614907,0.05292741945809565,6.0,6.0,24.0,31.0,439.0,92.0,43.0
sh.600016,民生银行,5.371988,0.290778,3.75,132994189541.04149,J66货币金融服务,0.043664777777777775,0.014838568091515297,18.0,0.33982923643933116,0.755,26.213966579421502,0.758,0.0,0.040426666666666666,0.052777452713235286,10.0,1.0,25.0,33.0,524.0,31.0,44.0
sh.601668,中国建筑,4.653129,0.431028,5.03,207851554415.58444,E48土木工程建筑业,0.08717627777777777,0.038517580645734406,18.0,0.4418355730204505,1.175,22.5545502697715,0.79565,0.0,0.03163618290258449,0.052687070709704804,4.0,9.0,57.0,34.0,238.0,129.0,47.0
sh.601916,浙商银行,6.329334,0.46013,2.98,64205895026.19761,J66货币金融服务,0.057392388888888896,0.020821138831765038,18.0,0.362785714880671,0.583333333333,29.072797215272,0.53,0.0,0.035570469798657724,0.05690983794932542,19.0,13.0,36.0,19.0,428.0,36.0,51.0
sh.601997,贵阳银行,4.172669,0.337405,5.83,21315511883.98612,J66货币金融服务,0.06295155555555555,0.030618431600478863,18.0,0.4863808579512814,1.4,19.7988185026485,0.8799999999999999,0.0,0.030188679245283012,0.047544332596411484,1.0,2.0,61.0,56.0,392.0,219.0,59.0
sh.600015,华夏银行,4.341499,0.373999,7.42,114179089859.01799,J66货币金融服务,0.047586722222222225,0.02320118890667042,18.0,0.48755593626147764,1.53,23.2353868727755,1.272,0.0,0.03428571428571429,0.047911242473512826,2.0,5.0,41.0,53.0,493.0,222.0,60.0
sh.601229,上海银行,5.714618,0.576379,9.73,138255845226.29312,J66货币金融服务,0.06592777777777778,0.0276954854774215,18.0,0.42008826038054015,1.7575,29.5686099500255,1.66,0.0,0.03412127440904419,0.053408871518160136,15.0,24.0,42.0,26.0,374.0,88.0,65.0
sh.601166,兴业银行,5.13029,0.485211,18.78,397466819024.70746,J66货币金融服务,0.07202155555555556,0.03148062851645198,18.0,0.4371000914048384,3.672352941176,24.16901993096667,3.853,0.0,0.041033013844515444,0.047261539631963154,8.0,17.0,23.0,60.0,324.0,116.0,85.0
sh.601577,长沙银行,4.714497,0.553411,9.61,38640061547.36639,J66货币金融服务,0.07615177777777778,0.03236544072192101,18.0,0.4250122802959136,2.1425,21.0290093987715,1.35,0.0,0.028095733610822064,0.046883093274576425,5.0,22.0,81.0,61.0,300.0,100.0,88.0
