code,codeName,peTTM,pbMRQ,close,industry,roe_mean,roe_std,roe_count,roe_volatility,amount,stockDividend,dividend_yield,pe_rank,pb_rank,dividend_rank,roe_mean_rank,roe_volatility_rank,total_rank
sh.600015,华夏银行,4.109612,0.361552,7.01,J66货币金融服务,0.04590305555555555,0.024155019606144034,18,0.5262181202057388,0.505,0.0,0.07203994293865906,1.0,2.0,13.0,216.0,109.0,16.0
sh.601818,光大银行,5.278114,0.427668,3.6,J66货币金融服务,0.05373622222222222,0.02450689649527384,18,0.45605916236402627,0.29400000000000004,0.0,0.08166666666666668,6.0,4.0,6.0,193.0,51.0,16.0
sh.600016,民生银行,5.986328,0.323349,4.15,J66货币金融服务,0.042804611111111106,0.015324651625015968,18,0.3580140369745828,0.328,0.0,0.07903614457831325,13.0,1.0,8.0,227.0,13.0,22.0
sz.000001,平安银行,5.261264,0.506399,11.69,J66货币金融服务,0.0640136111111111,0.02814930846113043,18,0.43973942373396957,0.844,0.0,0.07219846022241232,5.0,10.0,12.0,160.0,36.0,27.0
sh.601229,上海银行,5.944073,0.595927,10.06,J66货币金融服务,0.06362511111111112,0.029004622677994106,18,0.45586753675513675,0.8,0.0,0.07952286282306163,12.0,14.0,7.0,163.0,50.0,33.0
sh.601166,兴业银行,5.79444,0.575522,21.16,J66货币金融服务,0.07017766666666665,0.032488865555122474,18,0.46295163544606993,1.625,0.0,0.07679584120982987,11.0,13.0,10.0,146.0,60.0,34.0
sh.601169,北京银行,4.688458,0.436719,5.74,J66货币金融服务,0.05284533333333333,0.022573699420551603,18,0.42716542779970995,0.32,0.0,0.05574912891986063,2.0,6.0,45.0,195.0,31.0,53.0
sh.601998,中信银行,6.17213,0.602644,7.78,J66货币金融服务,0.058307166666666674,0.026031479737493396,18,0.4464542049575391,0.5427,0.0,0.06975578406169665,17.0,17.0,19.0,178.0,44.0,53.0
sh.601328,交通银行,7.161108,0.598392,7.69,J66货币金融服务,0.05343622222222222,0.02578400542414654,18,0.4825192416657009,0.5353,0.0,0.06960988296488946,24.0,15.0,20.0,194.0,76.0,59.0
sh.601919,中远海控,6.155836,1.008463,15.12,G55水上运输业,0.3093039444444445,0.30284762913822494,18,0.9791263078852226,2.11,0.0,0.13955026455026454,15.0,46.0,2.0,3.0,248.0,63.0
