code,codeName,peTTM,pbMRQ,close,totalValue,industry,roe_mean,roe_std,roe_count,roe_volatility,amount,stockDividend,dividend_yield,pe_rank,pb_rank,dividend_rank,roe_mean_rank,roe_volatility_rank,total_rank
sh.600016,民生银行,8.97658,1.336924,1.81363002,40965564422.23314,J66货币金融服务,0.1208223125,0.05082996539407144,16.0,0.4207001533269895,0.5754545454545454,0.38181818181818183,0.13982250494307744,7.0,10.0,38.0,107.0,70.0,55.0
sh.600000,浦发银行,9.485147,2.217352,3.84399457,44125422352.632675,J66货币金融服务,0.168008,0.08721830574827741,16.0,0.5191318612701622,1.0,1.3,0.31202920981233334,11.0,63.0,7.0,45.0,140.0,81.0
sh.600177,雅戈尔,10.227053,1.951208,2.3706324,3814162135.1653566,C18纺织服装、服饰业,0.13033462499999998,0.0695270411805124,16.0,0.5334502721783441,2.25,0.0,0.1898227662795801,17.0,52.0,27.0,87.0,148.0,96.0
sh.601328,交通银行,8.429273,1.435882,2.3597118,70167276828.08737,J66货币金融服务,0.1280849375,0.05671431518581383,16.0,0.4427867655071763,0.77,0.1,0.0852622070203658,3.0,17.0,77.0,97.0,84.0,97.0
sh.600019,宝钢股份,8.929695,1.118402,3.3370259,58438070312.584564,C31黑色金属冶炼和压延加工业,0.0779403125,0.04577375947376947,16.0,0.5872924806885971,1.23,0.0,0.07371833703777966,6.0,6.0,89.0,247.0,186.0,101.0
sh.601169,北京银行,9.938316,1.674772,2.40587838,14982761397.373728,J66货币金融服务,0.12109992857142858,0.0475779886267141,14.0,0.3928820535897434,0.896,0.2,0.11448423057860473,14.0,34.0,53.0,106.0,57.0,101.0
sh.601988,中国银行,9.11436,1.57695,1.4336288,280305619021.08746,J66货币金融服务,0.10480225,0.046322829158706044,16.0,0.44200223906171904,0.671,0.0,0.0936086105413061,9.0,24.0,69.0,156.0,83.0,102.0
sz.000001,平安银行,8.747727,1.667474,4.10333786,12742332491.029432,J66货币金融服务,0.157376625,0.07774526642214302,16.0,0.49400771189586146,0.0425,0.4,0.08207148431106767,5.0,33.0,81.0,57.0,117.0,119.0
sh.601166,兴业银行,8.688065,1.691092,4.94267982,29618765219.074818,J66货币金融服务,0.1672728125,0.07959427343238437,16.0,0.47583508785914846,1.8955555555555557,0.0,0.07670153133874472,4.0,35.0,84.0,47.0,106.0,123.0
sh.601009,南京银行,13.81716,2.162057,2.04897897,6083280868.102476,J66货币金融服务,0.10218706666666666,0.03935351518963653,15.0,0.3851124851054523,1.2,0.3,0.17713150965136554,41.0,62.0,29.0,166.0,55.0,132.0
