code,codeName,peTTM,pbMRQ,close,industry,roe_mean,roe_std,roe_count,roe_volatility,amount,stockDividend,dividend_yield,pe_rank,pb_rank,dividend_rank,roe_mean_rank,roe_volatility_rank,total_rank
sh.600015,华夏银行,4.138925,0.364131,7.06,J66货币金融服务,0.0460781052631579,0.023486857114126937,19,0.5097183788263541,0.505,0.0,0.07152974504249292,1.0,2.0,10.0,216.0,100.0,13.0
sh.600016,民生银行,5.957479,0.321791,4.13,J66货币金融服务,0.04280461111111111,0.015324651625015968,18,0.35801403697458273,0.328,0.0,0.07941888619854721,14.0,1.0,4.0,227.0,14.0,19.0
sz.000001,平安银行,5.310771,0.511164,11.8,J66货币金融服务,0.06462926315789475,0.0274875204225928,19,0.425310750571896,0.844,0.0,0.07152542372881356,5.0,10.0,11.0,159.0,32.0,26.0
sh.601229,上海银行,5.855444,0.587041,9.91,J66货币金融服务,0.0636251111111111,0.029004622677994106,18,0.4558675367551368,0.8,0.0,0.08072653884964683,11.0,15.0,3.0,164.0,51.0,29.0
sh.601169,北京银行,4.72113,0.439762,5.78,J66货币金融服务,0.05284533333333333,0.022573699420551603,18,0.42716542779970995,0.32,0.0,0.05536332179930796,2.0,6.0,35.0,196.0,35.0,43.0
sh.601668,中国建筑,4.875148,0.451594,5.27,E48土木工程建筑业,0.08472672222222223,0.04035246886798663,18,0.476266139059997,0.27149999999999996,0.0,0.05151802656546489,3.0,7.0,40.0,111.0,72.0,50.0
sh.601998,中信银行,6.275263,0.612714,7.91,J66货币金融服务,0.05830716666666666,0.026031479737493396,18,0.44645420495753924,0.5427,0.0,0.06860935524652338,18.0,17.0,16.0,178.0,46.0,51.0
sh.601818,光大银行,5.351421,0.433608,3.65,J66货币金融服务,0.05373622222222222,0.02450689649527384,18,0.45605916236402627,0.189,0.0,0.05178082191780822,7.0,5.0,39.0,194.0,52.0,51.0
sh.601825,沪农商行,6.962206,0.683941,8.93,J66货币金融服务,0.07103855555555555,0.031317605319808865,18,0.44085363328252075,0.673,0.0,0.07536394176931692,23.0,22.0,7.0,143.0,41.0,52.0
sh.601328,交通银行,7.189044,0.600727,7.72,J66货币金融服务,0.053436222222222225,0.02578400542414654,18,0.4825192416657008,0.5353,0.0,0.06933937823834196,26.0,16.0,14.0,195.0,78.0,56.0
