code,codeName,peTTM,pbMRQ,close,totalValue,industry,roe_mean,roe_std,roe_count,roe_volatility,amount,stockDividend,dividend_yield,pe_rank,pb_rank,dividend_rank,roe_mean_rank,roe_volatility_rank,total_rank
sh.600000,浦发银行,14.287342,2.898805,4.9673764,39370871757.7784,J66货币金融服务,0.1753325,0.09426401266124841,12.0,0.537630003913983,0.82,1.0,1.1650770817367495,3.0,50.0,8.0,37.0,116.0,98.0
sh.600177,雅戈尔,27.556609,2.698243,3.06585552,4386301865.366393,C18纺织服装、服饰业,0.14817566666666668,0.05990182774466499,12.0,0.40426224556437507,1.9,0.0,0.619729138442897,53.0,35.0,27.0,61.0,33.0,176.0
sh.600016,民生银行,19.01329,3.014018,2.4170457,45496047167.21464,J66货币金融服务,0.12235675,0.05094113972406157,12.0,0.416332893151065,0.21545454545454545,0.5018181818181818,0.5909578060522397,12.0,58.0,28.0,92.0,36.0,190.0
sh.601939,建设银行,15.359312,2.719698,2.66746203,24007162172.899494,J66货币金融服务,0.14976899999999999,0.05413558208383425,10.0,0.36146052977474813,0.4612,0.0,0.17289843109781775,5.0,38.0,90.0,60.0,27.0,193.0
sh.601166,兴业银行,16.560553,3.419115,6.9754035,27762111204.10808,J66货币金融服务,0.17162875,0.0834306473895589,12.0,0.4861111404095112,1.53,0.0,0.2193421498842325,8.0,73.0,82.0,39.0,74.0,202.0
sh.600036,招商银行,22.366624,3.873934,8.97696495,140569248710.88144,J66货币金融服务,0.15796291666666665,0.08061136856599901,12.0,0.5103183093036014,0.97,0.3,0.40805433745176867,23.0,88.0,51.0,52.0,98.0,214.0
sh.601398,工商银行,15.292866,2.791201,2.3474718,589128233864.079,J66货币金融服务,0.12319133333333332,0.05472717008336292,12.0,0.4442452939061968,0.484,0.0,0.20617926059857244,4.0,46.0,85.0,90.0,50.0,225.0
sh.601001,晋控煤业,21.391819,5.048588,18.21114854,15239995133.333097,B06煤炭开采和洗选业,0.15151141666666668,0.10563971831264149,12.0,0.6972393278128644,1.245,1.0,1.06836471611142,19.0,153.0,10.0,56.0,217.0,238.0
sh.600196,复星医药,10.708656,4.043178,11.04171471,7570742459.400326,C27医药制造业,0.15937816666666668,0.14881563606497888,12.0,0.933726614990001,1.0283516483516482,0.07142857142857142,0.1645619003870089,2.0,98.0,93.0,46.0,271.0,239.0
sz.000651,格力电器,19.081877,5.69906,4.35589082,8063689814.470942,C38电气机械和器材制造业,0.18992741666666668,0.096747985215064,12.0,0.5093945198278675,1.5,0.5,0.8443612482463461,13.0,182.0,17.0,28.0,95.0,240.0
sh.601988,中国银行,16.592544,2.224012,1.81622924,322959353414.3764,J66货币金融服务,0.10013608333333333,0.04412213687534829,12.0,0.44062175598055275,0.41,0.0,0.225742428857714,9.0,19.0,78.0,135.0,48.0,241.0
sh.601328,交通银行,16.083669,2.932486,3.75839445,59964946908.30488,J66货币金融服务,0.12639425,0.05827393796563543,12.0,0.4610489635852535,0.55,0.0,0.14633908370102028,7.0,52.0,100.0,86.0,63.0,245.0
sh.600150,中国船舶,17.136737,3.816005,34.98746478,9186191309.327477,C37铁路、船舶、航空航天和其他运输设备制造业,0.20208241666666668,0.1411214522384939,12.0,0.6983361272409593,3.2,0.0,0.09146132822487975,10.0,87.0,126.0,23.0,218.0,246.0
sz.000338,潍柴动力,22.625284,4.97332,4.32528185,1214629146.310902,C36汽车制造业,0.24845918181818183,0.11467187549771582,11.0,0.46153204988669216,1.1800000000000002,0.0,0.2728145912618389,24.0,146.0,67.0,10.0,64.0,247.0
sz.000157,中联重科,22.63835,6.340112,4.6704105,3838988045.6206346,C35专用设备制造业,0.25025441666666665,0.12736117991862805,12.0,0.508926801832514,0.4935897435897436,0.6384615384615384,0.7441459838844287,25.0,202.0,20.0,8.0,94.0,255.0
sh.601009,南京银行,23.773568,2.975152,2.80174662,3253405682.1310644,J66货币金融服务,0.09986263636363636,0.03840432497850399,11.0,0.38457151119723904,0.7,0.3,0.5498441490044521,34.0,54.0,34.0,136.0,29.0,258.0
sh.600015,华夏银行,24.100734,2.157706,3.64551004,13794610616.518652,J66货币金融服务,0.108854,0.05757756623104964,12.0,0.5289430450975585,0.5900000000000001,0.0,0.1618429228081347,38.0,11.0,94.0,117.0,114.0,260.0
sh.600026,中远海能,31.405454,2.294115,11.45526968,24154038129.475372,G55水上运输业,0.147898,0.10994312551579484,12.0,0.7433712796372827,1.5,0.0,0.13094410187643876,71.0,22.0,105.0,64.0,231.0,262.0
sz.002001,新和成,20.896136,6.572569,4.4237262,1497329162.7346964,C27医药制造业,0.3292021666666667,0.35032401287453185,12.0,1.0641607144379825,2.269230769230769,0.0,0.5129681781007986,18.0,205.0,39.0,3.0,280.0,265.0
sh.601186,中国铁建,22.678817,2.222838,6.21343071,15222903468.513124,E48土木工程建筑业,0.16519799999999998,0.2770123824281146,9.0,1.6768507029631994,0.26,0.0,0.04184483776113438,27.0,17.0,180.0,42.0,292.0,266.0
sh.600066,宇通客车,22.306984,5.529178,3.24822777,1306274271.2131014,C36汽车制造业,0.14473275,0.08112331099250303,12.0,0.5605041774754023,3.8,0.0,1.1698687004329131,22.0,173.0,7.0,67.0,130.0,269.0
sh.600153,建发股份,23.064141,3.626102,3.50891348,4362262031.9346695,L72商务服务业,0.10802266666666667,0.058656636222764236,12.0,0.543003038461967,1.4555555555555557,0.0,0.4148165988850645,28.0,79.0,47.0,121.0,120.0,275.0
sh.601006,大秦铁路,23.097771,3.213836,4.1154096,53404645800.34252,G53铁路运输业,0.10617425000000001,0.04868356230546404,12.0,0.45852513491231667,1.2,0.0,0.29158701481378674,29.0,65.0,64.0,126.0,59.0,284.0
sh.601169,北京银行,21.457774,3.193553,3.86537768,15288611023.661556,J66货币金融服务,0.1223379,0.04870208868313555,10.0,0.3980948559942222,0.48,0.0,0.12417932728374423,20.0,63.0,108.0,93.0,30.0,284.0
