code,codeName,peTTM,pbMRQ,close,totalValue,industry,roe_mean,roe_std,roe_count,roe_volatility,eps_predicted,avg_dividend_pay_rate,amount,stockDividend,dividend_yield,predicted_dividend_yield,pe_rank,pb_rank,dividend_rank,predicted_dividend_rank,roe_mean_rank,roe_volatility_rank,total_rank
sh.601169,北京银行,4.402576,0.41009,5.39,113972951184.0641,J66货币金融服务,0.054275666666666667,0.021912055349671302,18.0,0.40371784807810684,1.175,26.2981808014915,0.95,0.0,0.03525046382189239,0.05732905833349261,3.0,8.0,38.0,20.0,449.0,71.0,31.0
sh.600016,民生银行,5.286036,0.286126,3.69,130848014832.69858,J66货币金融服务,0.043664777777777775,0.014838568091515297,18.0,0.33982923643933116,0.755,26.213966579421502,0.758,0.0,0.041084010840108404,0.05363562267605212,11.0,1.0,26.0,32.0,524.0,31.0,44.0
sh.601818,光大银行,4.839336,0.375864,3.18,147580084536.0825,J66货币金融服务,0.0557965,0.023498826316748374,18.0,0.42115233602015134,0.6575,25.9203483886035,0.657,0.0,0.041320754716981135,0.05359317316197107,6.0,6.0,24.0,33.0,439.0,92.0,45.0
sh.601668,中国建筑,4.597625,0.425887,4.97,205335695411.14877,E48土木工程建筑业,0.08717627777777777,0.038517580645734406,18.0,0.4418355730204505,1.175,22.5545502697715,0.79565,0.0,0.03201810865191147,0.05332313192551613,4.0,10.0,56.0,34.0,238.0,129.0,48.0
sh.601916,浙商银行,6.244376,0.453953,2.94,63342068043.61771,J66货币金融服务,0.057392388888888896,0.020821138831765038,18.0,0.362785714880671,0.583333333333,29.072797215272,0.53,0.0,0.03605442176870748,0.057684121458840054,18.0,14.0,35.0,19.0,428.0,36.0,51.0
sh.601997,贵阳银行,4.086782,0.33046,5.71,20877549602.19707,J66货币金融服务,0.06295155555555555,0.030618431600478863,18.0,0.4863808579512814,1.4,19.7988185026485,0.8799999999999999,0.0,0.030823117338003497,0.04854351296621348,1.0,2.0,60.0,54.0,392.0,219.0,57.0
sh.600015,华夏银行,4.300541,0.370471,7.35,113115719062.5,J66货币金融服务,0.047586722222222225,0.02320118890667042,18.0,0.48755593626147764,1.53,23.2353868727755,1.272,0.0,0.034612244897959187,0.04836754002087962,2.0,5.0,40.0,56.0,493.0,222.0,63.0
sh.601229,上海银行,5.673505,0.572232,9.66,137241065106.00179,J66货币金融服务,0.06592777777777778,0.0276954854774215,18.0,0.42008826038054015,1.7575,29.5686099500255,1.66,0.0,0.03436853002070393,0.05379589232626275,16.0,24.0,43.0,30.0,374.0,88.0,70.0
sh.601166,兴业银行,5.061996,0.478752,18.53,392196194810.3187,J66货币金融服务,0.07202155555555556,0.03148062851645198,18.0,0.4371000914048384,3.672352941176,24.16901993096667,3.853,0.0,0.041586616297895306,0.04789917508301501,8.0,17.0,23.0,61.0,324.0,116.0,86.0
sh.601577,长沙银行,4.616381,0.541894,9.41,37839003597.043526,J66货币金融服务,0.07615177777777778,0.03236544072192101,18.0,0.4250122802959136,2.1425,21.0290093987715,1.35,0.0,0.028692879914984058,0.04787954584151747,5.0,22.0,80.0,62.0,300.0,100.0,89.0
