code,codeName,peTTM,pbMRQ,close,totalValue,industry,roe_mean,roe_std,roe_count,roe_volatility,amount,stockDividend,dividend_yield,pe_rank,pb_rank,dividend_rank,roe_mean_rank,roe_volatility_rank,total_rank
sh.600015,华夏银行,4.045125,0.355878,6.9,106164682300.88496,J66货币金融服务,0.04607810526315789,0.023486857114126937,19.0,0.5097183788263542,1.272,0.0,0.036869565217391306,1.0,3.0,24.0,495.0,219.0,28.0
sh.600016,民生银行,5.582431,0.301533,3.87,137232372241.37932,J66货币金融服务,0.042811052631578944,0.0148929108731253,19.0,0.34787537230840626,0.758,0.0,0.03917312661498708,11.0,1.0,21.0,518.0,27.0,33.0
sh.601818,光大银行,5.131499,0.415788,3.5,162432879376.9621,J66货币金融服务,0.05418257894736842,0.023895761744887334,19.0,0.4410229673286513,0.657,0.0,0.03754285714285714,7.0,5.0,23.0,439.0,86.0,35.0
sh.601169,北京银行,4.565937,0.425307,5.59,118187041345.80124,J66货币金融服务,0.05304905263157895,0.02195565723724294,19.0,0.4138746339114304,0.95,0.0,0.03398926654740608,3.0,6.0,32.0,445.0,53.0,41.0
sh.601916,浙商银行,6.005243,0.472162,3.05,65700364290.34349,J66货币金融服务,0.056191368421052636,0.02090076412003087,19.0,0.3719568451050606,0.53,0.0,0.034754098360655745,19.0,10.0,28.0,422.0,31.0,57.0
sh.601166,兴业银行,5.876593,0.583682,21.46,454159930066.9113,J66货币金融服务,0.07023026315789473,0.03157433438348676,19.0,0.44958302822388646,3.853,0.0,0.03590866728797763,16.0,22.0,25.0,320.0,106.0,63.0
sh.601668,中国建筑,4.801141,0.444739,5.19,214442845450.48145,E48土木工程建筑业,0.08448315789473684,0.039229919356224864,19.0,0.4643519529076318,0.7956500000000001,0.0,0.03066088631984586,5.0,8.0,50.0,239.0,127.0,63.0
sz.000001,平安银行,5.252263,0.505533,11.67,226465076028.5587,J66货币金融服务,0.06462926315789475,0.0274875204225928,19.0,0.425310750571896,1.8480000000000003,0.0,0.031670951156812344,9.0,14.0,41.0,368.0,65.0,64.0
sh.601229,上海银行,5.867266,0.588226,9.93,141087744656.526,J66货币金融服务,0.06397526315789474,0.0282287183671013,19.0,0.4412442712026233,1.6600000000000001,0.0,0.03343403826787513,15.0,23.0,33.0,373.0,87.0,71.0
sh.601328,交通银行,6.686184,0.558707,7.18,187196688840.42554,J66货币金融服务,0.05366247368421053,0.025076949124131286,19.0,0.4673088548191517,1.2833,0.0,0.035746518105849584,27.0,18.0,26.0,441.0,134.0,71.0
sh.601998,中信银行,5.91033,0.577082,7.45,303701480859.7581,J66货币金融服务,0.05872352631578949,0.025363066396651163,19.0,0.43190639234196637,1.1978,0.0,0.03215570469798658,17.0,21.0,38.0,405.0,77.0,76.0
sh.601658,邮储银行,7.586574,0.652802,5.51,369875753978.4946,J66货币金融服务,0.06411631578947367,0.027924539916736383,19.0,0.4355293901855931,0.9035,0.0,0.03279491833030853,35.0,31.0,35.0,371.0,80.0,101.0
sh.601009,南京银行,6.498083,0.767955,11.31,139832227697.02924,J66货币金融服务,0.08095515789473684,0.034834525488791145,19.0,0.43029408372083294,1.92237,0.0,0.03399416445623342,23.0,48.0,31.0,260.0,74.0,102.0
sh.601186,中国铁建,4.946488,0.386712,7.77,89386201260.5042,E48土木工程建筑业,0.05004442105263157,0.025833634725802693,19.0,0.5162140790605517,0.9299999999999999,0.0,0.023938223938223938,6.0,4.0,92.0,466.0,234.0,102.0
sh.601390,中国中铁,5.463243,0.429431,5.49,112410784386.96976,E48土木工程建筑业,0.05756005263157894,0.02968713988033967,19.0,0.5157594290324282,0.67,0.0,0.024408014571949,10.0,7.0,88.0,415.0,232.0,105.0
sh.601838,成都银行,5.164039,0.810572,16.22,68627187154.64353,J66货币金融服务,0.09734631578947368,0.04848694845586185,19.0,0.49808714446597346,2.55573,0.0,0.03151331689272503,8.0,56.0,42.0,165.0,193.0,106.0
sh.601077,渝农商行,6.089708,0.550716,6.38,56387744388.90522,J66货币金融服务,0.06586089473684212,0.024569242919857556,19.0,0.37304751200280456,0.8644999999999999,0.0,0.02710031347962382,20.0,17.0,70.0,356.0,32.0,107.0
sh.601919,中远海控,6.094817,0.998467,14.97,188780335941.60333,G55水上运输业,0.29912757894736847,0.29763891695089506,19.0,0.9950233208127716,6.25,0.0,0.083500334001336,21.0,90.0,5.0,5.0,588.0,116.0
sh.600820,隧道股份,8.011908,0.656634,6.5,20437696825.396828,E48土木工程建筑业,0.04459726315789474,0.03318215745085854,19.0,0.7440402190909902,1.0,0.0,0.03076923076923077,40.0,32.0,47.0,505.0,493.0,119.0
sh.601939,建设银行,7.107167,0.697924,9.16,87875010646.07698,J66货币金融服务,0.06917726315789473,0.03204855689564769,19.0,0.4632816540096123,1.3778000000000001,0.0,0.03008296943231441,29.0,35.0,56.0,330.0,126.0,120.0
sh.601825,沪农商行,7.211691,0.708449,9.25,86718604969.43927,J66货币金融服务,0.07175336842105262,0.030594315278442256,19.0,0.42638158948738364,1.3940000000000001,0.0,0.030140540540540543,30.0,36.0,55.0,312.0,68.0,121.0
sh.600919,江苏银行,5.689333,0.762515,10.6,194536945004.8097,J66货币金融服务,0.077738,0.0335213288254243,19.0,0.43120904609617305,1.4813,0.0,0.027949056603773587,13.0,47.0,63.0,274.0,75.0,123.0
sh.601988,中国银行,7.513066,0.673651,5.59,1178193027533.8345,J66货币金融服务,0.05707310526315788,0.026925631755499228,19.0,0.47177443090485555,0.8202,0.0,0.029345259391771024,33.0,33.0,61.0,419.0,145.0,127.0
sh.601398,工商银行,7.580093,0.727023,7.8,2102492923987.5388,J66货币金融服务,0.06100821052631578,0.029817850989296377,19.0,0.48875144397874937,1.0593,0.0,0.02716153846153846,34.0,39.0,69.0,391.0,176.0,142.0
sh.601800,中国交建,6.546921,0.462823,8.35,98350977160.22578,E48土木工程建筑业,0.044788684210526314,0.02112885357633709,19.0,0.47174535150490865,0.8112900000000001,0.0,0.019432095808383235,24.0,9.0,115.0,503.0,144.0,148.0
sh.600483,福能股份,8.851472,1.014876,9.58,26634629046.65943,D44电力、热力生产和供应业,0.06682210526315789,0.03319517206679097,19.0,0.4967693241040851,1.093,0.3,0.08281837160751565,50.0,94.0,6.0,344.0,192.0,150.0
sh.600153,建发股份,13.485228,0.493021,9.47,27457876079.389317,L72商务服务业,0.059583263157894736,0.06143274069151844,19.0,1.031040218940722,2.2,0.0,0.046462513199577615,126.0,13.0,14.0,403.0,595.0,153.0
sh.600926,杭州银行,5.933506,0.847719,15.55,112723883062.89392,J66货币金融服务,0.08389589473684211,0.03427378308868933,19.0,0.40852753518150764,1.9499999999999997,0.0,0.025080385852090027,18.0,63.0,82.0,241.0,48.0,163.0
sh.600000,浦发银行,8.181075,0.570138,12.0,399699444566.4105,J66货币金融服务,0.04510315789473684,0.017231522397639476,19.0,0.3820469164898596,1.051,0.0,0.017516666666666666,43.0,20.0,127.0,501.0,34.0,190.0
