code,codeName,peTTM,pbMRQ,close,totalValue,industry,roe_mean,roe_std,roe_count,roe_volatility,eps_predicted,avg_dividend_pay_rate,amount,stockDividend,dividend_yield,predicted_dividend_yield,pe_rank,pb_rank,dividend_rank,predicted_dividend_rank,roe_mean_rank,roe_volatility_rank,total_rank
sh.601997,贵阳银行,3.612305,0.289154,5.22,19084682733.118973,J66货币金融服务,0.06293129411764707,0.031560632510622924,17.0,0.5015093516370698,1.41,20.164431325646664,1.18,0.0,0.045210727969348656,0.05446714208651685,1.0,2.0,47.0,43.0,377.0,224.0,46.0
sh.601166,兴业银行,4.644607,0.433741,17.01,360017547614.6132,J66货币金融服务,0.0724935294117647,0.032383777929925125,17.0,0.4467126679125335,3.60625,28.731099609212333,4.354,0.0,0.051193415637860076,0.060912126963975285,5.0,16.0,27.0,27.0,305.0,112.0,48.0
sz.000001,平安银行,4.637411,0.430283,10.29,199677031368.84692,J66货币金融服务,0.06782435294117647,0.02710260252250044,17.0,0.3995998685900669,2.167142857143,27.891214226117,2.208,0.0,0.04291545189504374,0.058740763544387446,4.0,15.0,59.0,30.0,340.0,56.0,49.0
sh.601229,上海银行,5.229824,0.501644,8.92,126730238986.22588,J66货币金融服务,0.06607005882352941,0.028541071214283873,17.0,0.43198192528503687,1.725384615385,29.892432015630003,1.88,0.0,0.042152466367713005,0.05782056313476462,13.0,21.0,63.0,33.0,357.0,92.0,67.0
sh.600016,民生银行,4.895392,0.249535,3.28,116313215037.17984,J66货币金融服务,0.043405882352941176,0.015253283535366872,17.0,0.3514105164673219,0.676666666667,23.970114329534667,0.811,0.0,0.049451219512195124,0.04945054074083268,9.0,1.0,32.0,62.0,497.0,27.0,72.0
sh.601998,中信银行,5.46238,0.523656,6.99,284958459264.15094,J66货币金融服务,0.06098429411764705,0.025621356194014948,17.0,0.42013040512673383,1.28,28.134580057568332,1.3908,0.0,0.03979399141630901,0.0515196888035586,16.0,25.0,78.0,51.0,387.0,72.0,92.0
sh.601825,沪农商行,5.893593,0.552219,7.54,70684432692.30771,J66货币金融服务,0.07461323529411765,0.03058988608292252,17.0,0.4099793550345372,1.3,32.694311881158335,1.588,0.0,0.04212201591511937,0.05636950324337644,25.0,28.0,64.0,40.0,292.0,66.0,93.0
sh.601818,光大银行,4.655481,0.349025,2.98,138306808029.04123,J66货币金融服务,0.056197,0.024158629118288148,17.0,0.4298917934816476,0.6,22.606545263593333,0.727,0.0,0.04879194630872483,0.045516534087771815,6.0,7.0,36.0,80.0,409.0,87.0,93.0
sh.601077,渝农商行,5.835995,0.528723,6.33,55945782493.36869,J66货币金融服务,0.06804129411764706,0.024691898468335485,17.0,0.36289577951944685,1.141666666667,30.050296946783664,1.1854099999999999,0.0,0.03745371248025276,0.054198139569649334,23.0,26.0,86.0,44.0,337.0,30.0,93.0
sz.002966,苏州银行,5.83714,0.61697,7.15,31427304422.028873,J66货币金融服务,0.07176394117647059,0.028330194379121786,17.0,0.3947692102006582,1.309230769231,31.224768083172,1.48,0.0,0.041398601398601395,0.05717542256865853,24.0,36.0,67.0,35.0,314.0,51.0,95.0
