code,codeName,peTTM,pbMRQ,close,totalValue,industry,roe_mean,roe_std,roe_count,roe_volatility,eps_predicted,avg_dividend_pay_rate,amount,stockDividend,dividend_yield,predicted_dividend_yield,pe_rank,pb_rank,dividend_rank,predicted_dividend_rank,roe_mean_rank,roe_volatility_rank,total_rank
sh.601166,兴业银行,4.846665,0.452611,17.75,375641327743.08655,J66货币金融服务,0.0724935294117647,0.032383777929925125,17.0,0.4467126679125335,3.60625,28.731099609212333,4.354,0.0,0.049059154929577464,0.05837269181167435,4.0,17.0,28.0,35.0,305.0,112.0,56.0
sh.601997,贵阳银行,3.750708,0.300233,5.42,19816366721.996387,J66货币金融服务,0.06293129411764707,0.031560632510622924,17.0,0.5015093516370698,1.41,20.164431325646664,1.18,0.0,0.043542435424354244,0.05245728444494796,1.0,2.0,53.0,54.0,377.0,224.0,57.0
sz.000001,平安银行,4.85824,0.450772,10.78,209200276575.2436,J66货币金融服务,0.06782435294117647,0.02710260252250044,17.0,0.3995998685900669,2.167142857143,27.891214226117,2.208,0.0,0.04096474953617811,0.05607072883782438,5.0,16.0,62.0,41.0,340.0,56.0,62.0
sh.600016,民生银行,5.164042,0.263229,3.46,122701791225.71,J66货币金融服务,0.043405882352941176,0.015253283535366872,17.0,0.3514105164673219,0.676666666667,26.500917567229667,0.811,0.0,0.04687861271676301,0.05182742067582151,10.0,1.0,37.0,61.0,497.0,27.0,72.0
sh.601229,上海银行,5.323632,0.510642,9.08,129020406584.92462,J66货币金融服务,0.06607005882352941,0.028541071214283873,17.0,0.43198192528503687,1.725384615385,29.892432015630003,1.88,0.0,0.04140969162995595,0.05680169858613441,15.0,20.0,60.0,38.0,357.0,92.0,73.0
sh.601668,中国建筑,4.933833,0.377326,4.53,187192470769.02432,E48土木工程建筑业,0.08741129411764706,0.03968970830039682,17.0,0.4540569808631177,0.946666666667,24.617302062913,1.06745,0.0,0.047128035320088295,0.05144454588572298,7.0,9.0,35.0,63.0,229.0,130.0,79.0
sh.601169,北京银行,5.184731,0.375275,5.03,106348557994.62004,J66货币金融服务,0.054136411764705884,0.02257821814564544,17.0,0.417061593290992,0.925,27.11966138429533,1.228,0.0,0.04882703777335984,0.04987214071664648,11.0,8.0,30.0,78.0,425.0,68.0,97.0
sh.601825,沪农商行,6.245332,0.585176,7.99,74893951866.56946,J66货币金融服务,0.07461323529411765,0.03058988608292252,17.0,0.4099793550345372,1.3,32.694311881158335,1.588,0.0,0.03974968710888611,0.05319475024468816,24.0,31.0,69.0,50.0,292.0,66.0,105.0
sh.601077,渝农商行,6.186339,0.560463,6.71,59304059878.36257,J66货币金融服务,0.06804129411764706,0.024691898468335485,17.0,0.36289577951944685,1.143157894737,30.050296946783664,1.1854099999999999,0.0,0.03533263785394932,0.051195580020725655,22.0,27.0,97.0,67.0,337.0,30.0,116.0
sh.601577,长沙银行,4.572022,0.510146,9.36,37634797421.34485,J66货币金融服务,0.0763984705882353,0.03334408442309828,17.0,0.4364496326479208,2.095,21.129027434508334,1.58,0.0,0.033760683760683766,0.047292000507793766,3.0,19.0,108.0,96.0,282.0,97.0,118.0
sh.601998,中信银行,5.728075,0.549127,7.33,298811882385.5835,J66货币金融服务,0.06098429411764705,0.025621356194014948,17.0,0.42013040512673383,1.277142857143,28.134580057568332,1.3908,0.0,0.03794815825375171,0.04902029735230734,16.0,25.0,78.0,84.0,387.0,72.0,125.0
sh.600000,浦发银行,5.875553,0.391884,8.87,295384848477.6244,J66货币金融服务,0.045989764705882355,0.017796605843985434,17.0,0.38696883877966753,1.536666666667,27.019923700286668,1.471,0.0,0.03316798196166855,0.04681016469686154,19.0,10.0,113.0,98.0,477.0,43.0,127.0
sh.600970,中材国际,7.320802,0.830375,7.41,19427478681.62693,E48土木工程建筑业,0.0959619411764706,0.04641137517687688,17.0,0.48364356335318404,1.187391304348,40.01234134078167,1.63,0.0,0.04399460188933873,0.06411647257037537,36.0,68.0,51.0,25.0,181.0,189.0,129.0
sh.600919,江苏银行,5.879192,0.785567,11.31,207540633662.08188,J66货币金融服务,0.08185917647058823,0.032697318353794885,17.0,0.39943375640412093,2.000625,30.002603456467668,2.0454,0.0,0.03616976127320955,0.05307158137939489,20.0,58.0,91.0,52.0,258.0,55.0,130.0
