code,codeName,peTTM,pbMRQ,close,totalValue,industry,roe_mean,roe_std,roe_count,roe_volatility,amount,stockDividend,dividend_yield,pe_rank,pb_rank,dividend_rank,roe_mean_rank,roe_volatility_rank,total_rank
sh.600015,华夏银行,3.972881,0.350205,6.79,104475132903.2258,J66货币金融服务,0.0460781052631579,0.023486857114126937,19.0,0.5097183788263541,1.272,0.0,0.037466863033873345,1.0,3.0,30.0,495.0,220.0,34.0
sh.601818,光大银行,4.779625,0.387277,3.26,151288795161.54144,J66货币金融服务,0.05418257894736842,0.023895761744887334,19.0,0.4410229673286513,0.657,0.0,0.040306748466257675,6.0,5.0,24.0,439.0,88.0,35.0
sh.600016,民生银行,5.654556,0.305429,3.92,139011458725.47037,J66货币金融服务,0.042811052631578944,0.0148929108731253,19.0,0.34787537230840626,0.758,0.0,0.03867346938775511,12.0,1.0,26.0,519.0,29.0,39.0
sh.601169,北京银行,4.418912,0.411612,5.41,114382024379.41106,J66货币金融服务,0.05304905263157895,0.02195565723724294,19.0,0.4138746339114304,0.95,0.0,0.03512014787430683,3.0,6.0,35.0,445.0,55.0,44.0
sh.601166,兴业银行,5.037409,0.501542,18.44,390230880422.1636,J66货币金融服务,0.07023026315789474,0.03157433438348676,19.0,0.4495830282238864,3.853,0.0,0.04178958785249458,9.0,16.0,22.0,319.0,108.0,47.0
sh.601916,浙商银行,5.906797,0.464421,3.0,64635831653.96904,J66货币金融服务,0.056191368421052636,0.02090076412003087,19.0,0.3719568451050606,0.53,0.0,0.035333333333333335,17.0,11.0,33.0,422.0,33.0,61.0
sz.000001,平安银行,4.896711,0.471311,10.88,211133743640.82248,J66货币金融服务,0.06462926315789475,0.0274875204225928,19.0,0.425310750571896,1.848,0.0,0.03397058823529412,8.0,13.0,40.0,368.0,67.0,61.0
sh.601997,贵阳银行,4.14404,0.33509,5.79,21168717628.44963,J66货币金融服务,0.061531368421052626,0.030392883472964025,19.0,0.49394128966852724,0.8799999999999999,0.0,0.03039723661485319,2.0,2.0,62.0,384.0,185.0,66.0
sh.601668,中国建筑,4.66238,0.431885,5.04,208262756331.66345,E48土木工程建筑业,0.08448315789473684,0.039229919356224864,19.0,0.4643519529076318,0.79565,0.0,0.0315734126984127,5.0,8.0,55.0,238.0,129.0,68.0
sh.601328,交通银行,6.276445,0.524469,6.74,175725703578.00766,J66货币金融服务,0.05366247368421053,0.025076949124131286,19.0,0.4673088548191517,1.2833,0.0,0.03808011869436202,21.0,18.0,29.0,441.0,136.0,68.0
sh.601998,中信银行,5.736452,0.563913,7.28,296764172667.52026,J66货币金融服务,0.058723526315789476,0.025363066396651163,19.0,0.4319063923419665,1.1978,0.0,0.0329065934065934,14.0,22.0,45.0,405.0,79.0,81.0
sh.601229,上海银行,5.825905,0.584079,9.86,140106706318.3475,J66货币金融服务,0.06397526315789474,0.0282287183671013,19.0,0.4412442712026233,1.66,0.0,0.033671399594320486,15.0,24.0,42.0,373.0,89.0,81.0
sh.600919,江苏银行,5.619558,0.753164,10.47,192134930059.19495,J66货币金融服务,0.077738,0.0335213288254243,19.0,0.43120904609617305,1.8122,0.0,0.03461700095510983,11.0,43.0,38.0,273.0,77.0,92.0
sh.601658,邮储银行,6.939443,0.597118,5.04,338310400529.80133,J66货币金融服务,0.06411631578947369,0.027924539916736383,19.0,0.435529390185593,0.9035,0.0,0.0358531746031746,34.0,26.0,32.0,371.0,82.0,92.0
sh.601186,中国铁建,4.615449,0.360831,7.25,83402037034.32092,E48土木工程建筑业,0.05004442105263158,0.025833634725802693,19.0,0.5162140790605516,0.9299999999999999,0.0,0.025655172413793104,4.0,4.0,90.0,466.0,235.0,98.0
sh.601077,渝农商行,6.404692,0.579201,6.71,59303383755.173,J66货币金融服务,0.0658608947368421,0.024569242919857556,19.0,0.3730475120028046,1.06786,0.0,0.03182891207153503,24.0,23.0,53.0,356.0,34.0,100.0
sh.601825,沪农商行,6.587978,0.647178,8.45,79205805061.01936,J66货币金融服务,0.07175336842105262,0.030594315278442256,19.0,0.42638158948738364,1.3940000000000001,0.0,0.032994082840236694,29.0,31.0,44.0,311.0,70.0,104.0
sh.601577,长沙银行,4.783179,0.561473,9.75,39201222306.23818,J66货币金融服务,0.07390805263157894,0.03293900193197805,19.0,0.4456754136950984,1.35,0.0,0.027692307692307693,7.0,21.0,81.0,298.0,98.0,109.0
sh.601009,南京银行,6.446268,0.772029,11.37,140569997197.01016,J66货币金融服务,0.08095515789473684,0.034834525488791145,19.0,0.43029408372083294,1.92237,0.0,0.033814775725593674,25.0,45.0,41.0,259.0,76.0,111.0
sz.002966,苏州银行,6.83206,0.730934,8.2,36050251593.94076,J66货币金融服务,0.0687708947368421,0.028550649134271956,19.0,0.4151559935860008,1.33,0.0,0.03243902439024391,31.0,41.0,48.0,333.0,57.0,120.0
sh.601838,成都银行,5.335961,0.837557,16.76,71032757353.03432,J66货币金融服务,0.09734631578947368,0.04848694845586185,19.0,0.49808714446597346,2.55573,0.0,0.03049797136038186,10.0,51.0,61.0,165.0,194.0,122.0
sh.601939,建设银行,6.905435,0.678114,8.9,85382376081.69722,J66货币金融服务,0.06917726315789474,0.03204855689564769,19.0,0.46328165400961224,1.3778000000000001,0.0,0.030961797752808988,32.0,36.0,57.0,329.0,128.0,125.0
sh.601988,中国银行,7.284583,0.653164,5.42,1142497515925.1382,J66货币金融服务,0.0570731052631579,0.026925631755499228,19.0,0.47177443090485544,0.8202,0.0,0.03026568265682657,37.0,32.0,65.0,419.0,147.0,134.0
sh.600036,招商银行,6.579484,0.906669,39.18,808266366740.1667,J66货币金融服务,0.08895705263157894,0.041179021517803734,19.0,0.46290901395248746,6.723,0.0,0.03431852986217458,28.0,67.0,39.0,214.0,125.0,134.0
sh.600820,隧道股份,8.03656,0.658655,6.52,20499073453.072723,E48土木工程建筑业,0.04459726315789474,0.03318215745085854,19.0,0.7440402190909902,1.0,0.0,0.03067484662576687,42.0,33.0,60.0,506.0,494.0,135.0
sh.601398,工商银行,6.919264,0.663642,7.12,1919445987000.4727,J66货币金融服务,0.0610082105263158,0.029817850989296377,19.0,0.48875144397874926,1.0593,0.0,0.029755617977528088,33.0,34.0,69.0,391.0,178.0,136.0
sh.601665,齐鲁银行,6.150082,0.730371,5.71,35139798765.48174,J66货币金融服务,0.0643841052631579,0.029548473946108617,19.0,0.4589405075264275,0.793,0.0,0.02777583187390543,19.0,40.0,80.0,370.0,118.0,139.0
sh.601919,中远海控,6.830024,1.11891,16.97,213079134713.3292,G55水上运输业,0.2991275789473684,0.29763891695089506,19.0,0.9950233208127717,6.25,0.0,0.07365939893930466,30.0,111.0,7.0,5.0,590.0,148.0
sh.601800,中国交建,6.335224,0.447858,8.08,95158767352.40413,E48土木工程建筑业,0.044788684210526314,0.02112885357633709,19.0,0.47174535150490865,0.9290900000000001,0.0,0.022997277227722775,23.0,9.0,118.0,504.0,146.0,150.0
sh.601390,中国中铁,5.980693,0.470104,6.01,123079425073.58261,E48土木工程建筑业,0.05756005263157895,0.02968713988033967,19.0,0.5157594290324281,0.67,0.0,0.02229617304492513,18.0,12.0,123.0,415.0,233.0,153.0
sh.600153,建发股份,13.698828,0.50083,9.62,27894151745.569954,L72商务服务业,0.059583263157894736,0.06143274069151844,19.0,1.031040218940722,2.4,0.0,0.0498960498960499,127.0,15.0,16.0,403.0,597.0,158.0
sh.600483,福能股份,9.341168,1.071023,10.11,28107585852.85072,D44电力、热力生产和供应业,0.06682210526315789,0.03319517206679097,19.0,0.4967693241040851,1.093,0.3,0.08162215628090999,55.0,101.0,5.0,344.0,193.0,161.0
sh.600177,雅戈尔,12.815901,0.779648,7.22,33382811581.13731,C18纺织服装、服饰业,0.06998594736842105,0.04191117624807345,19.0,0.5988513097842918,1.74,0.0,0.0481994459833795,102.0,46.0,17.0,320.0,371.0,165.0
sh.600000,浦发银行,6.479113,0.462287,9.73,324055277039.2215,J66货币金融服务,0.045103157894736845,0.017231522397639476,19.0,0.38204691648985956,1.051,0.0,0.0216032887975334,26.0,10.0,130.0,502.0,36.0,166.0
sh.601128,常熟银行,5.668696,0.799657,7.17,23778946625.74535,J66货币金融服务,0.08036736842105263,0.03824516066004013,19.0,0.47587922077614797,0.8545454545454545,0.0,0.023836693292760235,13.0,49.0,111.0,261.0,152.0,173.0
sh.600704,物产中大,7.745696,0.719153,5.69,29423339500.180656,F51批发业,0.06806978947368421,0.03478240192744178,19.0,0.510981482334225,0.67,0.0,0.023550087873462213,40.0,38.0,115.0,339.0,223.0,193.0
sh.600926,杭州银行,6.277644,0.898418,16.48,119460403841.63249,J66货币金融服务,0.08389589473684211,0.03427378308868933,19.0,0.40852753518150764,1.9500000000000002,0.0,0.02366504854368932,22.0,65.0,112.0,240.0,50.0,199.0
sh.601006,大秦铁路,15.730379,0.629567,5.2,104766133429.21944,G53铁路运输业,0.05548794736842105,0.027271831836517664,19.0,0.49149109184814493,1.21117,0.0,0.04658346153846154,159.0,29.0,18.0,429.0,182.0,206.0
sh.601288,农业银行,8.162268,0.8601,6.73,2148180162370.2034,J66货币金融服务,0.060856842105263154,0.027845874809711558,19.0,0.45756358441252953,0.8145,0.0,0.024205052005943535,44.0,59.0,106.0,393.0,116.0,209.0
sh.600741,华域汽车,8.725388,0.930845,19.11,60245874075.78334,C36汽车制造业,0.0693058947368421,0.038932790809426,19.0,0.5617529498357352,2.43,0.0,0.02543171114599686,48.0,71.0,93.0,327.0,320.0,212.0
sz.000651,格力电器,6.556922,1.438513,37.09,204558085092.9054,C38电气机械和器材制造业,0.13621110526315788,0.0778103298011651,19.0,0.5712480612416783,8.379999999999999,0.0,0.04518738204367753,27.0,172.0,19.0,60.0,340.0,218.0
sh.600582,天地科技,9.031722,0.986521,6.08,25162513047.48328,C35专用设备制造业,0.06850794736842104,0.02966675886965763,19.0,0.43304112893816776,0.7969999999999999,0.0,0.026217105263157892,52.0,86.0,88.0,335.0,80.0,226.0
sh.600998,九州通,9.536101,1.003647,5.27,26573736549.360146,F51批发业,0.063987,0.029022151356047562,19.0,0.45356324497237815,0.7293689194110609,0.0,0.027680034892260376,59.0,89.0,82.0,372.0,114.0,230.0
sz.002958,青农商行,5.853325,0.473979,3.13,17025889795.998432,J66货币金融服务,0.058617210526315786,0.022683396271230213,19.0,0.386975020946223,0.22,0.0,0.014057507987220446,16.0,14.0,210.0,406.0,39.0,240.0
sh.600018,上港集团,9.016641,0.862847,5.19,120643062164.92146,G55水上运输业,0.087664,0.043144323007526464,19.0,0.49215553713641247,0.5569999999999999,0.0,0.02146435452793834,51.0,60.0,131.0,221.0,183.0,242.0
sh.601318,中国平安,8.076612,1.148609,62.57,667000157429.2109,J68保险业,0.08350257894736841,0.036717556939298714,19.0,0.4397176398880057,8.35,0.0,0.02669010708007032,43.0,116.0,87.0,244.0,86.0,246.0
sz.000623,吉林敖东,8.690566,0.730019,18.66,22224175420.76121,C27医药制造业,0.039550684210526314,0.0233201564389946,19.0,0.5896271304653687,1.6,0.0,0.01714898177920686,46.0,39.0,174.0,539.0,364.0,259.0
sh.601598,中国外运,11.773286,1.116313,6.19,31923251821.731377,G58多式联运和运输代理业,0.06880657894736843,0.0346823437185676,19.0,0.5040556331843913,0.9249999999999999,0.0,0.029886914378029074,86.0,110.0,68.0,331.0,211.0,264.0
sz.001965,招商公路,12.751987,0.987168,9.71,65986982116.47255,G54道路运输业,0.05208684210526316,0.026456611805963776,19.0,0.5079327280486149,1.3619999999999999,0.0,0.02805355303810504,101.0,87.0,78.0,451.0,216.0,266.0
sh.600023,浙能电力,9.935662,0.96457,5.4,72407188966.5141,D44电力、热力生产和供应业,0.039891421052631576,0.04062908634807743,19.0,1.0184918279665345,0.59,0.0,0.02185185185185185,60.0,79.0,127.0,534.0,594.0,266.0
sh.601098,中南传媒,12.372068,1.243836,10.91,19593313105.286537,R86新闻和出版业,0.062198105263157895,0.031113499602967516,19.0,0.500232273496555,1.8,0.0,0.032997250229147575,94.0,137.0,43.0,379.0,201.0,274.0
sh.600585,海螺水泥,15.195642,0.702554,25.24,100948690934.69388,C30非金属矿物制品业,0.05271810526315789,0.04645376644925186,19.0,0.8811729142647341,3.3899999999999997,0.0,0.0268621236133122,153.0,37.0,86.0,447.0,570.0,276.0
sh.600027,华电国际,9.100195,1.230806,5.16,47553515278.693924,D44电力、热力生产和供应业,0.0365021052631579,0.03725546658902666,19.0,1.0206388459086808,0.65,0.0,0.025193798449612403,53.0,135.0,96.0,565.0,595.0,284.0
sh.601019,山东出版,12.028545,1.19419,8.9,18572643823.070927,R86新闻和出版业,0.06934915789473683,0.04343296954217455,19.0,0.6262941160453636,1.3199999999999998,0.0,0.0296629213483146,91.0,125.0,71.0,326.0,399.0,287.0
sh.601928,凤凰传媒,12.871318,1.252879,9.89,25167405878.958042,R86新闻和出版业,0.08306257894736842,0.041846298322041696,19.0,0.5037924279783931,1.6,0.0,0.032355915065722954,103.0,141.0,49.0,248.0,210.0,293.0
sh.601607,上海医药,11.304909,0.842155,17.21,48005286914.83758,F52零售业,0.057958368421052626,0.026607485423822883,19.0,0.4590792692873331,1.51,0.0,0.01754793724578733,78.0,53.0,167.0,412.0,119.0,298.0
sh.600098,广州发展,11.671845,0.977736,7.67,26890005411.648155,D44电力、热力生产和供应业,0.04142115789473684,0.02246746489744957,19.0,0.5424151819837075,0.8200000000000001,0.0,0.021382007822685793,83.0,83.0,132.0,527.0,287.0,298.0
sh.601669,中国电建,8.990369,0.669657,5.59,73068197010.77682,E48土木工程建筑业,0.04668257894736842,0.022126292640998125,19.0,0.47397322812743664,0.38351,0.0,0.013721288014311269,50.0,35.0,216.0,490.0,150.0,301.0
sh.601766,中国中车,11.91165,1.059781,6.27,152539280331.19437,C37铁路、船舶、航空航天和其他运输设备制造业,0.03708668421052632,0.02503599961400612,19.0,0.6750670799224523,0.7200000000000001,0.0,0.022966507177033496,88.0,97.0,119.0,557.0,449.0,304.0
sz.000598,兴蓉环境,10.3923,1.069116,6.98,20795261459.791462,D46水的生产和供应业,0.07131915789473685,0.035289409806253266,19.0,0.49480968154921984,0.704,0.0,0.020171919770773636,63.0,100.0,143.0,313.0,187.0,306.0
sh.600008,首创环保,13.554008,1.107011,3.15,23122765656.96302,D46水的生产和供应业,0.05238463157894737,0.03856506588900623,19.0,0.7361904575177919,0.44,0.0,0.027936507936507936,124.0,108.0,79.0,448.0,491.0,311.0
sh.600019,宝钢股份,16.568654,0.765704,7.18,156394227292.80582,C31黑色金属冶炼和压延加工业,0.04379278947368421,0.033022603302012773,19.0,0.7540648517458927,0.92,0.0,0.025626740947075212,180.0,44.0,91.0,511.0,501.0,315.0
sh.601117,中国化学,9.18622,0.852712,9.15,55705029878.61095,E48土木工程建筑业,0.05850784210526315,0.029368360050047733,19.0,0.5019559599755922,0.641,0.0,0.014010928961748634,54.0,54.0,211.0,408.0,205.0,319.0
sh.600642,申能股份,11.047158,1.196556,8.98,43945423330.02973,D44电力、热力生产和供应业,0.0,0.0,,999.0,1.01,0.0,0.02249443207126949,71.0,128.0,121.0,661.0,681.0,320.0
sz.002142,宁波银行,7.235517,0.974116,32.14,212100293489.63034,J66货币金融服务,0.0845517894736842,0.038851140806329176,19.0,0.4594951928063114,2.3,0.0,0.014312383322962039,36.0,81.0,207.0,237.0,122.0,324.0
sh.600901,江苏金租,11.761451,1.486752,6.42,37173671382.2497,J66货币金融服务,0.09259457894736843,0.042527460931230186,19.0,0.45928672514838226,0.97,0.0,0.030218068535825544,85.0,179.0,66.0,189.0,121.0,330.0
