code,codeName,peTTM,pbMRQ,close,totalValue,industry,roe_mean,roe_std,roe_count,roe_volatility,eps_predicted,avg_dividend_pay_rate,amount,stockDividend,dividend_yield,predicted_dividend_yield,pe_rank,pb_rank,dividend_rank,predicted_dividend_rank,roe_mean_rank,roe_volatility_rank,total_rank
sh.601997,贵阳银行,4.001446,0.311218,5.62,20547459630.26305,J66货币金融服务,0.06293129411764707,0.031560632510622924,17.0,0.5015093516370698,1.41,20.164431325646664,1.18,0.0,0.04199288256227758,0.05059047716932703,1.0,3.0,54.0,49.0,376.0,221.0,53.0
sh.601166,兴业银行,5.109891,0.461131,18.22,385564987021.7299,J66货币金融服务,0.0724935294117647,0.032383777929925125,17.0,0.4467126679125335,3.60625,28.731099609212333,4.354,0.0,0.047793633369923164,0.05686691984946322,7.0,16.0,31.0,32.0,304.0,109.0,55.0
sh.601668,中国建筑,5.740872,0.367331,4.4,181813412074.47812,E48土木工程建筑业,0.08741129411764706,0.03968970830039682,17.0,0.4540569808631177,0.946666666667,24.617302062913,1.06745,0.0,0.04852045454545455,0.052964498377801164,15.0,8.0,30.0,45.0,228.0,127.0,68.0
sh.600016,民生银行,5.503291,0.272602,3.61,128009840941.24123,J66货币金融服务,0.043405882352941176,0.015253283535366872,17.0,0.3514105164673219,0.676666666667,26.500917567229667,0.811,0.0,0.04493074792243768,0.049673926741923106,12.0,1.0,42.0,56.0,494.0,24.0,69.0
sh.601229,上海银行,5.62826,0.531133,9.61,136568181739.13043,J66货币金融服务,0.06607005882352941,0.028541071214283873,17.0,0.43198192528503687,1.725384615385,29.892432015630003,1.88,0.0,0.039125910509885536,0.053669034668272685,13.0,21.0,65.0,39.0,356.0,89.0,73.0
sz.000001,平安银行,5.309288,0.492801,11.89,230709896962.1158,J66货币金融服务,0.06782435294117647,0.02710260252250044,17.0,0.3995998685900669,2.167142857143,27.891214226117,2.208,0.0,0.03714045416316232,0.050836203269280636,9.0,17.0,74.0,48.0,339.0,53.0,74.0
sh.600015,华夏银行,4.008063,0.314006,6.32,97250183224.71912,J66货币金融服务,0.04810129411764706,0.023809128839493234,17.0,0.49497896628852467,1.64875,17.440616796066,1.592,0.0,0.05037974683544304,0.045498760984990214,2.0,4.0,27.0,84.0,458.0,206.0,90.0
sh.601077,渝农商行,6.238558,0.561541,6.92,61156599647.956184,J66货币金融服务,0.06804129411764706,0.024691898468335485,17.0,0.36289577951944685,1.143157894737,30.050296946783664,1.1854099999999999,0.0,0.03426040462427745,0.04964195692761115,24.0,26.0,94.0,57.0,336.0,27.0,107.0
sh.601818,光大银行,5.47504,0.35505,3.05,141557718732.4734,J66货币金融服务,0.056197,0.024158629118288148,17.0,0.4298917934816476,0.6,22.606545263593333,0.727,0.0,0.047672131147540986,0.044471892321822956,11.0,7.0,32.0,96.0,408.0,84.0,114.0
sh.601169,北京银行,5.656175,0.415345,5.6,118400728336.38025,J66货币金融服务,0.054136411764705884,0.02257821814564544,17.0,0.417061593290992,0.925,27.11966138429533,1.228,0.0,0.04385714285714286,0.04479586925084497,14.0,10.0,49.0,91.0,423.0,65.0,115.0
