code,codeName,peTTM,pbMRQ,close,totalValue,industry,roe_mean,roe_std,roe_count,roe_volatility,eps_predicted,avg_dividend_pay_rate,amount,stockDividend,dividend_yield,predicted_dividend_yield,pe_rank,pb_rank,dividend_rank,predicted_dividend_rank,roe_mean_rank,roe_volatility_rank,total_rank
sh.601997,贵阳银行,3.833749,0.30688,5.54,20255781320.910484,J66货币金融服务,0.06293129411764707,0.031560632510622924,17.0,0.5015093516370698,1.41,20.164431325646664,1.18,0.0,0.042599277978339345,0.05132102557610432,1.0,3.0,52.0,53.0,377.0,224.0,57.0
sh.601166,兴业银行,5.005035,0.4674,18.33,387942467990.7444,J66货币金融服务,0.0724935294117647,0.032383777929925125,17.0,0.4467126679125335,3.60625,28.731099609212333,4.354,0.0,0.047506819421713045,0.056525656282445165,6.0,18.0,29.0,36.0,305.0,112.0,60.0
sz.000001,平安银行,5.002455,0.464153,11.1,215416829596.8702,J66货币金融服务,0.06782435294117647,0.02710260252250044,17.0,0.3995998685900669,2.167142857143,27.891214226117,2.208,0.0,0.03978378378378379,0.054454275393851066,5.0,17.0,63.0,42.0,340.0,56.0,64.0
sh.600016,民生银行,5.223742,0.266272,3.5,124120289190.49149,J66货币金融服务,0.043405882352941176,0.015253283535366872,17.0,0.3514105164673219,0.676666666667,26.500917567229667,0.811,0.0,0.046342857142857144,0.05123510729666926,10.0,1.0,34.0,54.0,498.0,27.0,65.0
sh.601229,上海银行,5.35881,0.514016,9.14,129870425116.55014,J66货币金融服务,0.06607005882352941,0.028541071214283873,17.0,0.43198192528503687,1.725384615385,29.892432015630003,1.88,0.0,0.0411378555798687,0.05642882091489063,14.0,22.0,59.0,37.0,357.0,92.0,73.0
sh.601668,中国建筑,5.118987,0.391486,4.7,194197631298.48917,E48土木工程建筑业,0.08741129411764706,0.03968970830039682,17.0,0.4540569808631177,0.946666666667,24.617302062913,1.06745,0.0,0.04542340425531915,0.04958378571538832,8.0,10.0,41.0,67.0,229.0,130.0,85.0
sh.601169,北京银行,5.215654,0.377513,5.06,106985955171.4862,J66货币金融服务,0.054136411764705884,0.02257821814564544,17.0,0.417061593290992,0.925,27.11966138429533,1.228,0.0,0.048537549407114626,0.04957645608789167,9.0,9.0,28.0,68.0,425.0,68.0,86.0
sh.601077,渝农商行,5.959016,0.552111,6.61,58423514332.117424,J66货币金融服务,0.06804129411764706,0.024691898468335485,17.0,0.36289577951944685,1.143157894737,30.050296946783664,1.1854099999999999,0.0,0.03586717095310136,0.05197009711634934,19.0,26.0,88.0,45.0,337.0,30.0,90.0
sh.601577,长沙银行,4.503637,0.502515,9.22,37071109074.22402,J66货币金融服务,0.0763984705882353,0.03334408442309828,17.0,0.4364496326479208,2.095,21.129027434508334,1.58,0.0,0.03427331887201736,0.04801010029858455,3.0,20.0,99.0,75.0,282.0,97.0,98.0
sh.601825,沪农商行,6.393844,0.599091,8.18,76689037899.0081,J66货币金融服务,0.07461323529411765,0.03058988608292252,17.0,0.4099793550345372,1.3,32.694311881158335,1.588,0.0,0.03882640586797066,0.05195917536125408,24.0,34.0,71.0,46.0,292.0,66.0,104.0
sh.600704,物产中大,6.975227,0.597484,4.87,25183986882.08425,F51批发业,0.06955652941176471,0.03578317391966099,17.0,0.514447374276392,0.77,32.21409624829,0.79,0.0,0.0324435318275154,0.0509339920147501,30.0,33.0,116.0,57.0,332.0,244.0,120.0
sh.600000,浦发银行,5.988162,0.399395,9.04,300987572141.91846,J66货币金融服务,0.045989764705882355,0.017796605843985434,17.0,0.38696883877966753,1.536666666667,27.019923700286668,1.471,0.0,0.03254424778761063,0.04592988505101348,20.0,12.0,114.0,92.0,478.0,43.0,124.0
sz.002966,苏州银行,6.547393,0.692042,8.02,35251058882.90182,J66货币金融服务,0.07176394117647059,0.028330194379121786,17.0,0.3947692102006582,1.309230769231,31.224768083172,1.48,0.0,0.03690773067331671,0.050973101167819015,27.0,41.0,81.0,56.0,314.0,51.0,124.0
sh.600919,江苏银行,6.014346,0.803626,11.57,212319731904.34784,J66货币金融服务,0.08185917647058823,0.032697318353794885,17.0,0.39943375640412093,2.000625,30.002603456467668,2.0454,0.0,0.03535695764909248,0.051878961573116354,21.0,59.0,91.0,48.0,258.0,55.0,128.0
