code,codeName,peTTM,pbMRQ,close,industry,roe_mean,roe_std,roe_count,roe_volatility,amount,stockDividend,dividend_yield,pe_rank,pb_rank,dividend_rank,roe_mean_rank,roe_volatility_rank,total_rank
sh.601818,光大银行,5.190145,0.42054,3.54,J66货币金融服务,0.05373622222222222,0.02450689649527384,18,0.45605916236402627,0.29400000000000004,0.0,0.08305084745762713,6.0,4.0,6.0,193.0,51.0,16.0
sh.600015,华夏银行,4.045125,0.355878,6.9,J66货币金融服务,0.04590305555555555,0.024155019606144034,18,0.5262181202057388,0.505,0.0,0.07318840579710145,1.0,2.0,15.0,216.0,109.0,18.0
sh.600016,民生银行,5.81323,0.313999,4.03,J66货币金融服务,0.042804611111111106,0.015324651625015968,18,0.3580140369745828,0.328,0.0,0.08138957816377171,12.0,1.0,7.0,227.0,13.0,20.0
sz.000001,平安银行,5.171251,0.497735,11.49,J66货币金融服务,0.0640136111111111,0.02814930846113043,18,0.43973942373396957,0.844,0.0,0.07345517841601393,5.0,10.0,13.0,160.0,36.0,28.0
sh.601166,兴业银行,5.715027,0.567635,20.87,J66货币金融服务,0.07017766666666665,0.032488865555122474,18,0.46295163544606993,1.625,0.0,0.07786296118830857,10.0,12.0,9.0,146.0,60.0,31.0
sh.601229,上海银行,5.884987,0.590003,9.96,J66货币金融服务,0.06362511111111112,0.029004622677994106,18,0.45586753675513675,0.8,0.0,0.08032128514056225,13.0,15.0,8.0,163.0,50.0,36.0
sh.601169,北京银行,4.606777,0.429111,5.64,J66货币金融服务,0.05284533333333333,0.022573699420551603,18,0.42716542779970995,0.32,0.0,0.056737588652482275,2.0,5.0,45.0,195.0,31.0,52.0
sh.601998,中信银行,6.17213,0.602644,7.78,J66货币金融服务,0.058307166666666674,0.026031479737493396,18,0.4464542049575391,0.5427,0.0,0.06975578406169665,17.0,17.0,20.0,178.0,44.0,54.0
sh.601328,交通银行,6.928302,0.578939,7.44,J66货币金融服务,0.05343622222222222,0.02578400542414654,18,0.4825192416657009,0.5353,0.0,0.07194892473118279,24.0,14.0,17.0,194.0,76.0,55.0
sh.601919,中远海控,6.119195,1.002461,15.03,G55水上运输业,0.3093039444444445,0.30284762913822494,18,0.9791263078852226,2.11,0.0,0.14038589487691283,16.0,45.0,2.0,3.0,248.0,63.0
sh.601668,中国建筑,4.893649,0.453308,5.29,E48土木工程建筑业,0.08472672222222223,0.04035246886798663,18,0.476266139059997,0.27149999999999996,0.0,0.05132325141776937,3.0,7.0,55.0,110.0,71.0,65.0
sh.601009,南京银行,6.6647,0.787646,11.6,J66货币金融服务,0.08045705555555555,0.03577473866961274,18,0.4446438963318799,0.85177,0.0,0.07342844827586208,21.0,30.0,14.0,121.0,42.0,65.0
sh.601825,沪农商行,7.336434,0.720704,9.41,J66货币金融服务,0.07103855555555555,0.031317605319808865,18,0.44085363328252075,0.673,0.0,0.07151965993623804,29.0,26.0,18.0,141.0,37.0,73.0
sh.601658,邮储银行,7.669186,0.65991,5.57,J66货币金融服务,0.06379983333333333,0.028699030133745758,18,0.449829233625152,0.3846,0.0,0.06904847396768402,32.0,21.0,21.0,162.0,46.0,74.0
sh.600926,杭州银行,6.025085,0.860802,15.79,J66货币金融服务,0.08265377777777777,0.03482460546384436,18,0.42133108008049547,1.0299999999999998,0.0,0.06523115896136794,14.0,34.0,29.0,115.0,27.0,77.0
sh.601390,中国中铁,5.473194,0.430213,5.5,E48土木工程建筑业,0.05807955555555555,0.030458817763589507,18,0.5244326936085859,0.26,0.0,0.04727272727272727,9.0,6.0,63.0,179.0,106.0,78.0
sh.601916,浙商银行,6.064311,0.476806,3.08,J66货币金融服务,0.05608255555555556,0.021501170381885027,18,0.38338428356007953,0.156,0.0,0.050649350649350645,15.0,9.0,56.0,187.0,18.0,80.0
sh.601939,建设银行,7.285622,0.715448,9.39,J66货币金融服务,0.06890922222222222,0.032955771315606244,18,0.4782490681628748,0.5888,0.0,0.06270500532481363,27.0,25.0,31.0,149.0,74.0,83.0
sh.601186,中国铁建,4.95922,0.387707,7.79,E48土木工程建筑业,0.050366777777777774,0.026543240811386273,18,0.5269989858890152,0.3,0.0,0.03851091142490372,4.0,3.0,85.0,202.0,110.0,92.0
sh.601838,成都银行,5.456943,0.856547,17.14,J66货币金融服务,0.09713427777777778,0.04988359314715854,18,0.5135529319658032,0.891,0.0,0.05198366394399066,8.0,33.0,53.0,83.0,99.0,94.0
sh.601988,中国银行,7.902831,0.708599,5.88,J66货币金融服务,0.05690366666666666,0.027695821504760052,18,0.486714180774995,0.3518,0.0,0.059829931972789116,35.0,23.0,40.0,185.0,81.0,98.0
sh.600919,江苏银行,5.743006,0.769709,10.7,J66货币金融服务,0.07673627777777778,0.03419928769262609,18,0.4456730073833466,0.5206,0.0,0.04865420560747664,11.0,28.0,61.0,132.0,43.0,100.0
sh.601077,渝农商行,6.328332,0.572295,6.63,J66货币金融服务,0.06510711111111113,0.025054455587987887,18,0.38481903374932747,0.3046,0.0,0.04594268476621417,18.0,13.0,69.0,156.0,19.0,100.0
sh.600219,南山铝业,11.154008,1.096223,4.91,C32有色金属冶炼和压延加工业,0.04855388888888888,0.026061842846874114,18,0.5367611831570124,0.4683999999999999,0.0,0.09539714867617106,49.0,54.0,4.0,207.0,118.0,107.0
sh.601398,工商银行,7.823045,0.750325,8.05,J66货币金融服务,0.060712499999999996,0.030653634449614425,18,0.5048982408830871,0.4494,0.0,0.055826086956521734,34.0,27.0,46.0,169.0,96.0,107.0
sh.600023,浙能电力,9.512477,0.923487,5.17,D44电力、热力生产和供应业,0.037442722222222224,0.040338518124092164,18,1.0773393527501398,0.33999999999999997,0.0,0.06576402321083172,42.0,40.0,28.0,236.0,254.0,110.0
sh.601318,中国平安,7.557705,1.074813,58.55,J68保险业,0.08043311111111112,0.03518440777638815,18,0.4374368626346437,3.5,0.0,0.059777967549103334,30.0,50.0,41.0,122.0,35.0,121.0
sz.000651,格力电器,7.237541,1.587833,40.94,C38电气机械和器材制造业,0.1353176111111111,0.07996581039723745,18,0.5909490253384422,4.0,0.0,0.09770395701025893,26.0,94.0,3.0,39.0,157.0,123.0
sh.601800,中国交建,6.695892,0.473354,8.54,E48土木工程建筑业,0.04491883333333333,0.021733572693632585,18,0.48384098786253543,0.30166000000000004,0.0,0.03532318501170961,22.0,8.0,97.0,219.0,78.0,127.0
sz.002142,宁波银行,6.513225,0.862884,28.47,J66货币金融服务,0.08411594444444444,0.03992966900095897,18,0.4746979810389109,1.2,0.0,0.04214963119072708,20.0,35.0,78.0,113.0,68.0,133.0
sh.601857,中国石油,11.582654,1.175532,10.01,B07石油和天然气开采业,0.0655585,0.031033244230037837,18,0.47336720989708175,0.6900000000000001,0.0,0.06893106893106894,52.0,62.0,22.0,155.0,67.0,136.0
sh.600000,浦发银行,7.669758,0.534504,11.25,J66货币金融服务,0.04485922222222222,0.017697301185260708,18,0.39450753509707254,0.41,0.0,0.03644444444444444,33.0,11.0,94.0,220.0,22.0,138.0
sh.600036,招商银行,7.316479,1.000159,43.22,J66货币金融服务,0.08882900000000002,0.04236897081869342,18,0.4769722817851536,2.0,0.0,0.04627487274409996,28.0,44.0,68.0,97.0,72.0,140.0
sh.601117,中国化学,7.640389,0.70922,7.61,E48土木工程建筑业,0.058078722222222226,0.030158437597628714,18,0.5192682697500776,0.28600000000000003,0.0,0.03758212877792379,31.0,24.0,88.0,180.0,104.0,143.0
sh.601006,大秦铁路,16.879907,0.675574,5.58,G53铁路运输业,0.056418222222222224,0.027750548426071015,18,0.49187208198028837,0.34924,0.0,0.06258781362007168,100.0,22.0,33.0,186.0,83.0,155.0
sh.600027,华电国际,9.258919,1.252273,5.25,D44电力、热力生产和供应业,0.03330983333333334,0.03556127355664569,18,1.06759085825444,0.3,0.0,0.05714285714285714,41.0,71.0,44.0,247.0,252.0,156.0
sh.601898,中煤能源,10.734326,1.17282,13.92,B06煤炭开采和洗选业,0.09057888888888889,0.042571482201239574,18,0.46999342477540285,0.758,0.0,0.05445402298850575,48.0,60.0,48.0,92.0,63.0,156.0
sh.600018,上港集团,9.188971,0.94603,5.69,G55水上运输业,0.08795194444444444,0.04437635236378018,18,0.504552260260839,0.245,0.0,0.043057996485061506,40.0,41.0,76.0,100.0,95.0,157.0
sh.601288,农业银行,9.581266,1.009627,7.9,J66货币金融服务,0.060317222222222217,0.028550762368631515,18,0.4733434550988453,0.3614,0.0,0.045746835443037974,43.0,46.0,70.0,171.0,66.0,159.0
sh.601298,青岛港,10.309703,1.246328,8.71,G55水上运输业,0.0760698888888889,0.03492729285730386,18,0.4591474151923665,0.46070000000000005,0.0,0.052893226176808264,44.0,67.0,50.0,134.0,56.0,161.0
sh.600741,华域汽车,9.108922,0.971761,19.95,C36汽车制造业,0.06904761111111112,0.040044757780056534,18,0.579958627614454,0.8,0.0,0.04010025062656642,39.0,42.0,81.0,148.0,152.0,162.0
sh.600585,海螺水泥,13.666445,0.631853,22.7,C30非金属矿物制品业,0.05379527777777778,0.04755573862669011,18,0.8840132552737714,0.95,0.0,0.04185022026431718,72.0,19.0,79.0,192.0,241.0,170.0
sh.600938,中国海油,11.214552,1.75947,29.08,B07石油和天然气开采业,0.1307229375,0.06447385596190004,16,0.4932099690760089,1.9477100000000003,0.0,0.06697764786795049,50.0,114.0,26.0,44.0,84.0,190.0
sz.000338,潍柴动力,12.718496,1.606505,17.34,C36汽车制造业,0.07403494444444446,0.04186605880307596,18,0.5654905142056544,1.077,0.0,0.06211072664359862,62.0,96.0,34.0,138.0,140.0,192.0
sz.001965,招商公路,13.237902,1.024784,10.08,G54道路运输业,0.05187094444444445,0.02720640096930526,18,0.5245017468005473,0.417,0.0,0.04136904761904762,66.0,47.0,80.0,196.0,107.0,193.0
sh.601336,新华保险,5.206555,1.989523,64.1,J68保险业,0.10110083333333335,0.061502291686857447,18,0.608326258638067,3.1999999999999997,0.0,0.0499219968798752,7.0,130.0,58.0,78.0,166.0,195.0
sh.601601,中国太保,6.468692,1.191604,35.2,J68保险业,0.08632677777777778,0.03899518399005575,18,0.45171596802138353,1.08,0.0,0.03068181818181818,19.0,64.0,113.0,103.0,47.0,196.0
sh.600019,宝钢股份,16.776339,0.775302,7.27,C31黑色金属冶炼和压延加工业,0.044041000000000004,0.03396173610195485,18,0.7711390772678832,0.33,0.0,0.0453920220082531,96.0,29.0,72.0,223.0,221.0,197.0
sh.601669,中国电建,8.427466,0.627729,5.24,E48土木工程建筑业,0.046809388888888886,0.02276066168824905,18,0.48624137653828103,0.12695,0.0,0.024227099236641222,36.0,18.0,143.0,214.0,80.0,197.0
sh.600332,白云山,14.077332,1.109128,25.86,C27医药制造业,0.08842844444444443,0.02796198539029946,18,0.3162103050208771,1.2000000000000002,0.0,0.046403712296983764,75.0,56.0,67.0,98.0,9.0,198.0
sh.601319,中国人保,6.91207,1.174346,8.34,J68保险业,0.0875795,0.03459641514623427,18,0.3950286898901486,0.255,0.0,0.030575539568345324,23.0,61.0,114.0,101.0,23.0,198.0
sh.601766,中国中车,13.355487,1.18824,7.03,C37铁路、船舶、航空航天和其他运输设备制造业,0.03587694444444445,0.025183930610544733,18,0.7019530509222189,0.32000000000000006,0.0,0.045519203413940265,67.0,63.0,71.0,242.0,207.0,201.0
sh.600028,中国石化,20.05262,0.869947,5.97,B07石油和天然气开采业,0.05156111111111111,0.02418617123576511,18,0.46907777420943003,0.374,0.0,0.06264656616415411,137.0,36.0,32.0,197.0,62.0,205.0
sh.600050,中国联通,17.707636,0.974682,5.36,I63电信、广播电视和卫星传输服务,0.034438833333333335,0.01489172821025939,18,0.4324109375634886,0.2692,0.0,0.05022388059701492,111.0,43.0,57.0,245.0,34.0,211.0
sh.600999,招商证券,11.686069,1.202797,16.27,J67资本市场服务,0.04912066666666667,0.026251765303106984,18,0.5344342225900908,0.597,0.0,0.03669330055316533,53.0,65.0,93.0,205.0,116.0,211.0
sz.000157,中联重科,16.908126,1.247041,8.41,C35专用设备制造业,0.05094655555555556,0.03088326409566538,18,0.6061894422281048,0.5,0.0,0.059453032104637336,102.0,68.0,42.0,200.0,163.0,212.0
sh.600039,四川路桥,10.677354,1.660785,9.5,E48土木工程建筑业,0.12761416666666664,0.07866501711482983,18,0.6164285609473596,0.446,0.0,0.04694736842105263,47.0,102.0,64.0,46.0,171.0,213.0
sh.601607,上海医药,11.751588,0.87543,17.89,F52零售业,0.057299944444444445,0.02721913738632353,18,0.4750290362447739,0.49,0.0,0.027389603130240355,54.0,37.0,128.0,184.0,70.0,219.0
sh.600941,中国移动,16.075345,1.680426,106.11,I63电信、广播电视和卫星传输服务,0.0657085294117647,0.030113310628602525,17,0.4582861752984374,7.173,0.0,0.06759966072943173,92.0,105.0,24.0,153.0,54.0,221.0
sh.601688,华泰证券,12.30251,1.11243,21.21,J67资本市场服务,0.04867077777777778,0.026259946995053254,18,0.5395423741726825,0.67,0.0,0.03158887317303159,57.0,57.0,108.0,206.0,121.0,222.0
sh.601088,中国神华,15.264914,1.993609,41.75,B06煤炭开采和洗选业,0.09451111111111113,0.04705262721662764,18,0.49785286262596834,3.24,0.0,0.07760479041916168,87.0,131.0,10.0,84.0,89.0,228.0
sh.601728,中国电信,18.308472,1.378232,6.9,I63电信、广播电视和卫星传输服务,0.04687672222222222,0.02010364345616034,18,0.42886197035828744,0.44100000000000006,0.0,0.06391304347826088,119.0,80.0,30.0,213.0,33.0,229.0
sh.600795,国电电力,13.802961,1.672339,5.74,D44电力、热力生产和供应业,0.07028516666666666,0.05781782911489175,18,0.8226177991310412,0.30000000000000004,0.0,0.052264808362369346,74.0,103.0,52.0,145.0,233.0,229.0
sh.601211,国泰海通,13.227573,1.076813,19.19,J67资本市场服务,0.051553722222222216,0.0244786630036796,18,0.47481853779954764,0.58,0.0,0.03022407503908285,65.0,51.0,116.0,198.0,69.0,232.0
sh.603833,欧派家居,13.424979,1.701356,52.91,C21家具制造业,0.09120327777777777,0.06452883191694515,18,0.7075275526190353,2.48,0.0,0.04687204687204687,68.0,107.0,65.0,90.0,209.0,240.0
sh.601225,陕西煤业,12.479358,2.326472,22.66,B06煤炭开采和洗选业,0.16323711111111108,0.09972009911269518,18,0.610891104565177,1.3869999999999998,0.0,0.061209179170344206,60.0,144.0,36.0,17.0,168.0,240.0
sh.600377,宁沪高速,13.620225,1.576995,12.61,G54道路运输业,0.08566677777777776,0.04125505133642717,18,0.4815758501322886,0.49000000000000005,0.0,0.038858049167327526,71.0,92.0,83.0,108.0,75.0,246.0
sz.000776,广发证券,11.540974,1.255611,20.95,J67资本市场服务,0.04549283333333333,0.025628788549207703,18,0.5633588121764462,0.6,0.0,0.028639618138424822,51.0,72.0,125.0,217.0,139.0,248.0
sz.002736,国信证券,10.598768,1.36094,12.91,J67资本市场服务,0.044334277777777785,0.02772559508894169,18,0.6253760403612333,0.35,0.0,0.02711076684740511,46.0,79.0,131.0,221.0,177.0,256.0
sh.600011,华能国际,8.547809,1.862045,7.93,D44电力、热力生产和供应业,0.02332261111111111,0.052860601338791946,18,2.266495851899218,0.27,0.0,0.034047919293820936,37.0,120.0,100.0,259.0,272.0,257.0
sh.600188,兖矿能源,14.214463,2.681569,13.94,B06煤炭开采和洗选业,0.1584526111111111,0.1040024321922266,18,0.6563630063457735,0.95,0.0,0.06814921090387374,79.0,159.0,23.0,20.0,191.0,261.0
sz.000786,北新建材,13.675601,1.574094,24.81,C30非金属矿物制品业,0.09994594444444443,0.05353161561772436,18,0.5356056808035892,0.865,0.0,0.03486497380088674,73.0,91.0,98.0,80.0,117.0,262.0
