code,codeName,peTTM,pbMRQ,close,totalValue,industry,roe_mean,roe_std,roe_count,roe_volatility,eps_predicted,avg_dividend_pay_rate,amount,stockDividend,dividend_yield,predicted_dividend_yield,pe_rank,pb_rank,dividend_rank,predicted_dividend_rank,roe_mean_rank,roe_volatility_rank,total_rank
sh.601166,兴业银行,4.868509,0.454651,17.83,377318567433.6085,J66货币金融服务,0.0724935294117647,0.032383777929925125,17.0,0.4467126679125335,3.60625,28.731099609212333,4.354,0.0,0.048839035333707245,0.05811078405256421,7.0,17.0,32.0,34.0,305.0,112.0,58.0
sh.600016,民生银行,5.089417,0.259425,3.41,120920180379.42273,J66货币金融服务,0.043405882352941176,0.015253283535366872,17.0,0.3514105164673219,0.676666666667,26.500917567229667,0.811,0.0,0.04756598240469208,0.05258735353030569,11.0,1.0,37.0,47.0,498.0,27.0,59.0
sh.601668,中国建筑,4.748678,0.363166,4.36,180153317805.9365,E48土木工程建筑业,0.08741129411764706,0.03968970830039682,17.0,0.4540569808631177,0.946666666667,24.617302062913,1.06745,0.0,0.048965596330275224,0.0534504112069553,6.0,9.0,30.0,45.0,229.0,130.0,60.0
sh.601997,贵阳银行,3.86143,0.309096,5.58,20402060938.53272,J66货币金融服务,0.06293129411764707,0.031560632510622924,17.0,0.5015093516370698,1.41,20.164431325646664,1.18,0.0,0.04229390681003584,0.05095313291964479,1.0,3.0,55.0,57.0,377.0,224.0,61.0
sz.000001,平安银行,4.956527,0.460058,11.1,215424737497.38876,J66货币金融服务,0.06782435294117647,0.02710260252250044,17.0,0.3995998685900669,2.167142857143,27.891214226117,2.208,0.0,0.03978378378378379,0.054454275393851066,9.0,18.0,69.0,42.0,340.0,56.0,69.0
sh.601229,上海银行,5.528838,0.530325,9.43,133988452211.1993,J66货币金融服务,0.06607005882352941,0.028541071214283873,17.0,0.43198192528503687,1.725384615385,29.892432015630003,1.88,0.0,0.03987274655355249,0.054693470112629955,15.0,24.0,68.0,41.0,357.0,92.0,80.0
sh.601169,北京银行,5.10227,0.369307,4.95,104671355021.10979,J66货币金融服务,0.054136411764705884,0.02257821814564544,17.0,0.417061593290992,0.925,27.11966138429533,1.228,0.0,0.049616161616161614,0.05067815511206703,12.0,10.0,24.0,59.0,425.0,68.0,81.0
sh.601077,渝农商行,5.89591,0.546264,6.54,57802091114.327065,J66货币金融服务,0.06804129411764706,0.024691898468335485,17.0,0.36289577951944685,1.143157894737,30.050296946783664,1.1854099999999999,0.0,0.03625107033639143,0.052526351978450944,18.0,27.0,86.0,48.0,337.0,30.0,93.0
sh.601577,长沙银行,4.503637,0.502515,9.22,37065868620.5798,J66货币金融服务,0.0763984705882353,0.03334408442309828,17.0,0.4364496326479208,2.095,21.129027434508334,1.58,0.0,0.03427331887201736,0.04801010029858455,3.0,20.0,101.0,75.0,282.0,97.0,98.0
sh.601818,光大银行,4.671103,0.350197,2.99,138737017049.62405,J66货币金融服务,0.056197,0.024158629118288148,17.0,0.4298917934816476,0.6,22.606545263593333,0.727,0.0,0.048628762541806016,0.04536430487677592,5.0,8.0,33.0,93.0,409.0,87.0,106.0
