code,codeName,peTTM,pbMRQ,close,industry,roe_mean,roe_std,roe_count,roe_volatility,amount,stockDividend,dividend_yield,pe_rank,pb_rank,dividend_rank,roe_mean_rank,roe_volatility_rank,total_rank
sh.601336,新华保险,5.444545,2.080463,67.03,J68保险业,0.10110083333333335,0.061502291686857447,18,0.608326258638067,3.1999999999999997,0.0,0.0477398179919439,8.0,131.0,63.0,78.0,166.0,202.0
sh.600039,四川路桥,10.396371,1.617081,9.25,E48土木工程建筑业,0.12761416666666664,0.07866501711482983,18,0.6164285609473596,0.446,0.0,0.04821621621621622,45.0,96.0,61.0,46.0,171.0,202.0
sh.601766,中国中车,13.507469,1.201762,7.11,C37铁路、船舶、航空航天和其他运输设备制造业,0.03587694444444445,0.025183930610544733,18,0.7019530509222189,0.32000000000000006,0.0,0.04500703234880451,68.0,62.0,72.0,242.0,207.0,202.0
sh.600028,中国石化,20.019031,0.868489,5.96,B07石油和天然气开采业,0.05156111111111111,0.02418617123576511,18,0.46907777420943003,0.374,0.0,0.06275167785234899,138.0,36.0,33.0,197.0,62.0,207.0
sh.600050,中国联通,17.674599,0.972864,5.35,I63电信、广播电视和卫星传输服务,0.034438833333333335,0.01489172821025939,18,0.4324109375634886,0.2692,0.0,0.0503177570093458,108.0,42.0,57.0,245.0,34.0,207.0
sh.601319,中国人保,7.251873,1.232078,8.75,J68保险业,0.0875795,0.03459641514623427,18,0.3950286898901486,0.255,0.0,0.029142857142857144,26.0,65.0,119.0,101.0,23.0,210.0
sh.600999,招商证券,11.865633,1.221279,16.52,J67资本市场服务,0.04912066666666667,0.026251765303106984,18,0.5344342225900908,0.597,0.0,0.036138014527845035,53.0,64.0,95.0,205.0,116.0,212.0
sh.601601,中国太保,6.911577,1.273188,37.61,J68保险业,0.08632677777777778,0.03899518399005575,18,0.45171596802138353,1.08,0.0,0.02871576708322255,23.0,70.0,123.0,103.0,47.0,216.0
sh.601607,上海医药,11.758157,0.875919,17.9,F52零售业,0.057299944444444445,0.02721913738632353,18,0.4750290362447739,0.49,0.0,0.027374301675977656,52.0,37.0,129.0,184.0,70.0,218.0
sz.000157,中联重科,17.370536,1.281146,8.64,C35专用设备制造业,0.05094655555555556,0.03088326409566538,18,0.6061894422281048,0.5,0.0,0.057870370370370364,105.0,72.0,42.0,200.0,163.0,219.0
sh.600941,中国移动,15.978387,1.670291,105.47,I63电信、广播电视和卫星传输服务,0.0657085294117647,0.030113310628602525,17,0.4582861752984374,7.173,0.0,0.06800986062387408,92.0,105.0,24.0,153.0,54.0,221.0
sh.601728,中国电信,18.22887,1.37224,6.87,I63电信、广播电视和卫星传输服务,0.04687672222222222,0.02010364345616034,18,0.42886197035828744,0.44100000000000006,0.0,0.06419213973799127,116.0,77.0,30.0,213.0,33.0,223.0
sh.601088,中国神华,15.184476,1.983104,41.53,B06煤炭开采和洗选业,0.09451111111111113,0.04705262721662764,18,0.49785286262596834,3.24,0.0,0.07801589212617385,86.0,127.0,10.0,84.0,89.0,223.0
sh.601688,华泰证券,12.644729,1.143375,21.8,J67资本市场服务,0.04867077777777778,0.026259946995053254,18,0.5395423741726825,0.67,0.0,0.030733944954128442,60.0,56.0,110.0,206.0,121.0,226.0
sh.600795,国电电力,13.778914,1.669426,5.73,D44电力、热力生产和供应业,0.07028516666666666,0.05781782911489175,18,0.8226177991310412,0.30000000000000004,0.0,0.052356020942408384,72.0,104.0,53.0,145.0,233.0,229.0
sh.603833,欧派家居,13.277814,1.682706,52.33,C21家具制造业,0.09120327777777777,0.06452883191694515,18,0.7075275526190353,2.48,0.0,0.047391553602140264,64.0,108.0,64.0,90.0,209.0,236.0
sh.601225,陕西煤业,12.457329,2.322366,22.62,B06煤炭开采和洗选业,0.16323711111111108,0.09972009911269518,18,0.610891104565177,1.3869999999999998,0.0,0.061317418213969924,59.0,143.0,34.0,17.0,168.0,236.0
sh.601211,国泰海通,13.599793,1.107115,19.73,J67资本市场服务,0.051553722222222216,0.0244786630036796,18,0.47481853779954764,0.58,0.0,0.029396857577293458,69.0,51.0,117.0,198.0,69.0,237.0
sh.600377,宁沪高速,13.447407,1.556986,12.45,G54道路运输业,0.08566677777777776,0.04125505133642717,18,0.4815758501322886,0.49000000000000005,0.0,0.03935742971887551,67.0,88.0,83.0,108.0,75.0,238.0
sz.000776,广发证券,11.728274,1.275989,21.29,J67资本市场服务,0.04549283333333333,0.025628788549207703,18,0.5633588121764462,0.6,0.0,0.028182245185533115,51.0,71.0,125.0,217.0,139.0,247.0
sh.601872,招商轮船,13.334274,1.647531,8.32,G55水上运输业,0.08162955555555557,0.04722934957420665,18,0.5785814862370925,0.32599999999999996,0.0,0.0391826923076923,65.0,101.0,84.0,117.0,150.0,250.0
sh.600011,华能国际,8.504693,1.852652,7.89,D44电力、热力生产和供应业,0.02332261111111111,0.052860601338791946,18,2.266495851899218,0.27,0.0,0.034220532319391636,36.0,118.0,100.0,259.0,272.0,254.0
sz.002736,国信证券,10.771172,1.383078,13.12,J67资本市场服务,0.044334277777777785,0.02772559508894169,18,0.6253760403612333,0.35,0.0,0.026676829268292682,48.0,79.0,130.0,221.0,177.0,257.0
sh.600188,兖矿能源,14.163478,2.671951,13.89,B06煤炭开采和洗选业,0.1584526111111111,0.1040024321922266,18,0.6563630063457735,0.95,0.0,0.06839452843772498,78.0,158.0,23.0,20.0,191.0,259.0
sh.688009,中国通号,16.409971,1.218095,5.3,C37铁路、船舶、航空航天和其他运输设备制造业,0.04414411111111111,0.024015571328249143,18,0.5440266147346753,0.16999999999999998,0.0,0.03207547169811321,94.0,63.0,105.0,222.0,125.0,262.0
sh.600690,海尔智家,12.32007,2.160107,27.54,C38电气机械和器材制造业,0.10872477777777777,0.04931597613774162,18,0.45358543972872856,1.2342399999999998,0.0,0.04481626724763979,56.0,135.0,73.0,70.0,48.0,264.0
sz.000786,北新建材,13.829941,1.591859,25.09,C30非金属矿物制品业,0.09994594444444443,0.05353161561772436,18,0.5356056808035892,0.865,0.0,0.03447588680749303,73.0,93.0,99.0,80.0,117.0,265.0
sz.002648,卫星化学,9.220475,1.765258,16.79,C26化学原料和化学制品制造业,0.1351451111111111,0.08685165419799501,18,0.6426547988597895,0.5,0.0,0.02977963073257892,40.0,113.0,116.0,40.0,188.0,269.0
sz.002236,大华股份,16.230529,1.654423,19.24,C39计算机、通信和其他电子设备制造业,0.07398288888888889,0.05671221631638407,18,0.7665585538509755,0.827,0.0,0.042983367983367986,93.0,102.0,76.0,139.0,220.0,271.0
sh.600803,新奥股份,15.02422,2.803239,21.48,D45燃气生产和供应业,0.16635572222222228,0.10855605243256512,18,0.6525537623981046,1.46,0.0,0.06797020484171322,84.0,163.0,25.0,14.0,190.0,272.0
sz.002352,顺丰控股,17.732902,1.960702,38.22,G60邮政业,0.046662055555555554,0.03252417798838675,18,0.6970155429536031,2.3,0.0,0.06017791732077446,109.0,126.0,39.0,215.0,205.0,274.0
sh.601868,中国能建,12.431789,0.900699,2.37,E48土木工程建筑业,0.036354111111111115,0.02458685069632544,18,0.6763155512502909,0.0387,0.0,0.01632911392405063,57.0,39.0,179.0,240.0,197.0,275.0
sz.000708,中信特钢,14.324699,1.938105,15.95,C31黑色金属冶炼和压延加工业,0.11390733333333333,0.06500365623744017,18,0.5706713899377872,0.7072162,0.0,0.0443395736677116,80.0,124.0,74.0,59.0,143.0,278.0
sz.000999,华润三九,17.052777,2.229656,28.29,C27医药制造业,0.10873294444444444,0.03913029392934242,18,0.35987523495545076,1.6961538461538461,0.0,0.05995595073007586,100.0,139.0,40.0,69.0,14.0,279.0
sh.601881,中国银河,12.433699,1.484404,15.96,J67资本市场服务,0.050171722222222215,0.0272754606664188,18,0.5436421047220473,0.405,0.0,0.02537593984962406,58.0,83.0,139.0,203.0,123.0,280.0
sh.600958,东方证券,17.344103,1.133624,10.53,J67资本市场服务,0.033251388888888886,0.02082786419859615,18,0.6263757663835776,0.295,0.0,0.02801519468186135,104.0,54.0,126.0,248.0,180.0,284.0
sh.600030,中信证券,14.712947,1.47326,27.86,J67资本市场服务,0.05599588888888888,0.02868253327660231,18,0.5122256980957349,0.8099999999999999,0.0,0.02907394113424264,82.0,82.0,120.0,188.0,98.0,284.0
sz.000858,五粮液,15.693708,3.13153,114.96,C15酒、饮料和精制茶制造业,0.16776594444444445,0.054780192650985486,18,0.32652748942814136,8.323,0.0,0.07239909533750871,88.0,181.0,16.0,13.0,11.0,285.0
sh.600061,国投资本,13.832856,0.893591,7.5,J67资本市场服务,0.03935905555555555,0.02551578521223151,18,0.6482824562752991,0.127,0.0,0.016933333333333335,74.0,38.0,175.0,232.0,189.0,287.0
sz.002001,新和成,10.565255,2.362116,24.75,C27医药制造业,0.10940744444444445,0.05635047704607531,18,0.5150515792797746,0.8999999999999999,0.0,0.03636363636363636,47.0,146.0,94.0,68.0,100.0,287.0
sz.000983,山西焦煤,22.49413,1.039449,6.72,B06煤炭开采和洗选业,0.13098866666666667,0.10003894211696938,18,0.7637221193459692,0.256,0.0,0.0380952380952381,154.0,48.0,87.0,43.0,219.0,289.0
sh.601877,正泰电器,13.334894,1.389912,28.27,C38电气机械和器材制造业,0.0643476111111111,0.03394411152457537,18,0.5275116035926022,0.6,0.0,0.02122391227449593,66.0,80.0,152.0,159.0,111.0,298.0
sz.000166,申万宏源,13.859246,1.16876,5.19,J67资本市场服务,0.03959961111111111,0.02267360612004469,18,0.5725714340079159,0.09799999999999999,0.0,0.01888246628131021,75.0,59.0,164.0,231.0,144.0,298.0
sh.600886,国投电力,16.793917,1.66801,13.81,D44电力、热力生产和供应业,0.06310277777777779,0.0312688195107326,18,0.49552207702882134,0.4565,0.0,0.0330557566980449,96.0,103.0,103.0,166.0,87.0,302.0
sz.000333,美的集团,14.140622,2.867211,82.23,C38电气机械和器材制造业,0.14019611111111108,0.06502462061303611,18,0.4638118710832248,4.0,0.0,0.048644047184725765,77.0,166.0,60.0,36.0,61.0,303.0
sz.002714,牧原股份,12.02696,3.516624,48.83,A03畜牧业,0.058778833333333336,0.11584571977939402,18,1.9708747725977438,2.3365833,0.0,0.04785138849068196,54.0,189.0,62.0,176.0,269.0,305.0
sz.000625,长安汽车,17.197538,1.515332,11.79,C36汽车制造业,0.07696366666666667,0.04819123200700457,18,0.6261556146450651,0.34500000000000003,0.0,0.029262086513994916,103.0,86.0,118.0,131.0,179.0,307.0
sh.601901,方正证券,15.827568,1.269205,7.77,J67资本市场服务,0.03542844444444445,0.01322309630565008,18,0.37323389477021196,0.1683,0.0,0.021660231660231663,91.0,69.0,150.0,244.0,16.0,310.0
sh.601816,京沪高铁,19.637307,1.253988,5.24,G53铁路运输业,0.02309444444444445,0.021595561344657142,18,0.9350976766991304,0.1567,0.0,0.029904580152671757,129.0,67.0,114.0,260.0,247.0,310.0
sz.000538,云南白药,19.191829,2.511585,55.93,C27医药制造业,0.06781566666666666,0.03011095001724749,18,0.4440117084633466,3.417,0.0,0.061094224924012154,125.0,151.0,35.0,150.0,41.0,311.0
sh.601618,中国中冶,18.081492,0.672836,3.39,E48土木工程建筑业,0.045367000000000005,0.02275756162633578,18,0.5016324999743377,0.05600000000000001,0.0,0.01651917404129794,115.0,21.0,176.0,218.0,91.0,312.0
sh.601377,兴业证券,18.477752,1.107353,7.2,J67资本市场服务,0.03708388888888889,0.029836444855813278,18,0.8045662348199113,0.18000000000000002,0.0,0.025,120.0,52.0,141.0,238.0,230.0,313.0
