code,codeName,peTTM,pbMRQ,close,totalValue,industry,roe_mean,roe_std,roe_count,roe_volatility,amount,stockDividend,dividend_yield,pe_rank,pb_rank,dividend_rank,roe_mean_rank,roe_volatility_rank,total_rank
sh.601818,光大银行,5.160822,0.418164,3.52,163360532177.05508,J66货币金融服务,0.05418257894736842,0.023895761744887334,19.0,0.4410229673286513,0.29400000000000004,0.0,0.08352272727272729,7.0,5.0,8.0,439.0,86.0,20.0
sh.600015,华夏银行,3.974775,0.349689,6.78,104321962359.90038,J66货币金融服务,0.04607810526315789,0.023486857114126937,19.0,0.5097183788263542,0.505,0.0,0.07448377581120944,1.0,3.0,18.0,495.0,219.0,22.0
sh.600016,民生银行,5.640131,0.30465,3.91,138662724141.14114,J66货币金融服务,0.042811052631578944,0.0148929108731253,19.0,0.34787537230840626,0.328,0.0,0.08388746803069054,15.0,1.0,7.0,518.0,27.0,23.0
sh.601668,中国建筑,4.791891,0.443882,5.18,214058751089.1089,E48土木工程建筑业,0.08448315789473684,0.039229919356224864,19.0,0.4643519529076318,0.27149999999999996,0.0,0.05241312741312741,5.0,8.0,74.0,239.0,127.0,87.0
sh.601390,中国中铁,5.413487,0.42552,5.44,111369441118.25551,E48土木工程建筑业,0.05756005263157894,0.02968713988033967,19.0,0.5157594290324282,0.26,0.0,0.04779411764705882,10.0,7.0,88.0,415.0,232.0,105.0
sh.600820,隧道股份,7.888648,0.646532,6.4,20122116443.361755,E48土木工程建筑业,0.04459726315789474,0.03318215745085854,19.0,0.7440402190909902,0.4,0.0,0.0625,43.0,31.0,48.0,505.0,493.0,122.0
sh.601919,中远海控,6.172123,1.011131,15.16,191152509461.6266,G55水上运输业,0.29912757894736847,0.29763891695089506,19.0,0.9950233208127716,2.11,0.0,0.1391820580474934,22.0,98.0,2.0,5.0,588.0,122.0
sh.600153,建发股份,13.499468,0.493541,9.48,27486479982.57081,L72商务服务业,0.059583263157894736,0.06143274069151844,19.0,1.031040218940722,0.7,0.0,0.07383966244725737,133.0,13.0,19.0,403.0,595.0,165.0
sh.600023,浙能电力,9.438879,0.916342,5.13,68790996812.13019,D44电力、热力生产和供应业,0.03989142105263158,0.04062908634807743,19.0,1.0184918279665343,0.33999999999999997,0.0,0.06627680311890838,61.0,76.0,38.0,533.0,592.0,175.0
sh.600219,南山铝业,10.631519,1.044872,4.68,54353816009.48007,C32有色金属冶炼和压延加工业,0.04987884210526315,0.02597767785846396,19.0,0.5208155755428578,0.4683999999999999,0.0,0.10008547008547007,77.0,104.0,3.0,467.0,246.0,184.0
sh.600704,物产中大,7.418988,0.68882,5.45,28181509860.443836,F51批发业,0.06806978947368421,0.03478240192744178,19.0,0.510981482334225,0.21000000000000002,0.0,0.03853211009174312,34.0,38.0,116.0,339.0,222.0,188.0
sh.600177,雅戈尔,13.454921,0.818522,7.58,35049694587.72641,C18纺织服装、服饰业,0.06998594736842105,0.04191117624807345,19.0,0.5988513097842918,0.6599999999999999,0.0,0.08707124010554089,129.0,59.0,5.0,321.0,370.0,193.0
sh.600582,天地科技,8.571223,0.936221,5.77,23878096736.159775,C35专用设备制造业,0.06850794736842106,0.02966675886965763,19.0,0.4330411289381677,0.317,0.0,0.05493934142114385,47.0,82.0,65.0,335.0,78.0,194.0
sh.600098,广州发展,10.378355,0.869382,6.82,23909712647.943832,D44电力、热力生产和供应业,0.04142115789473684,0.02246746489744957,19.0,0.5424151819837075,0.37,0.0,0.054252199413489736,76.0,69.0,69.0,526.0,286.0,214.0
sh.600018,上港集团,8.898283,0.916103,5.51,128060361930.44713,G55水上运输业,0.087664,0.043144323007526464,19.0,0.49215553713641247,0.245,0.0,0.04446460980036298,52.0,75.0,101.0,221.0,181.0,228.0
sh.601857,中国石油,11.0041,1.116814,9.51,1539391575000.0002,B07石油和天然气开采业,0.06643242105263159,0.03039851659815691,19.0,0.45758556012994706,0.6900000000000001,0.0,0.07255520504731862,83.0,122.0,25.0,350.0,115.0,230.0
sh.601898,中煤能源,9.95547,1.087723,12.91,118186881713.94086,B06煤炭开采和洗选业,0.0900607894736842,0.04143363547835523,19.0,0.46006298324158207,0.758,0.0,0.0587141750580945,67.0,114.0,58.0,209.0,121.0,239.0
sz.000651,格力电器,7.265826,1.594038,41.1,226685698166.92667,C38电气机械和器材制造业,0.13621110526315788,0.0778103298011651,19.0,0.5712480612416783,4.0,0.0,0.097323600973236,32.0,215.0,4.0,60.0,339.0,251.0
sh.600741,华域汽车,9.081527,0.968839,19.89,62701316432.488,C36汽车制造业,0.06930589473684211,0.038932790809426,19.0,0.5617529498357351,0.8,0.0,0.04022121669180493,56.0,90.0,109.0,328.0,319.0,255.0
sh.600008,首创环保,12.951607,1.057811,3.01,22095508939.25449,D46水的生产和供应业,0.05238463157894736,0.03856506588900623,19.0,0.736190457517792,0.21,0.0,0.06976744186046512,118.0,107.0,30.0,448.0,490.0,255.0
sh.600585,海螺水泥,13.281136,0.614039,22.06,88237394924.62311,C30非金属矿物制品业,0.05271810526315789,0.04645376644925186,19.0,0.8811729142647341,0.95,0.0,0.04306436990027199,126.0,28.0,103.0,447.0,568.0,257.0
sh.600998,九州通,9.228485,0.971271,5.1,25716053374.852722,F51批发业,0.063987,0.029022151356047562,19.0,0.45356324497237815,0.2,0.0,0.03921568627450981,58.0,91.0,113.0,372.0,112.0,262.0
sh.601006,大秦铁路,16.335393,0.653781,5.4,108794723274.5841,G53铁路运输业,0.05548794736842105,0.027271831836517664,19.0,0.49149109184814493,0.34924,0.0,0.06467407407407406,188.0,32.0,44.0,429.0,180.0,264.0
sh.600282,南钢股份,11.716156,1.166168,5.1,31440405191.32653,C31黑色金属冶炼和压延加工业,0.06640057894736841,0.03891633683417086,19.0,0.5860843000332484,0.3036,0.0,0.05952941176470588,89.0,132.0,55.0,351.0,357.0,276.0
sh.600027,华电国际,9.276555,1.254659,5.26,44761381384.31313,D44电力、热力生产和供应业,0.0365021052631579,0.03725546658902666,19.0,1.0206388459086808,0.3,0.0,0.057034220532319393,60.0,155.0,64.0,564.0,593.0,279.0
sh.601318,中国平安,8.783977,1.249207,68.05,725452796997.23,J68保险业,0.08350257894736841,0.036717556939298714,19.0,0.4397176398880057,3.5,0.0,0.05143277002204262,50.0,152.0,77.0,245.0,84.0,279.0
sh.600583,海油工程,11.743769,0.879776,5.37,23742671818.978466,B11开采专业及辅助性活动,0.03762342105263159,0.023679725846094558,19.0,0.629387896782934,0.20099999999999998,0.0,0.03743016759776536,90.0,71.0,122.0,551.0,407.0,283.0
sh.600985,淮北矿业,17.004932,0.733839,11.28,30380017050.78809,B06煤炭开采和洗选业,0.10507868421052632,0.06310384116680892,19.0,0.6005389355692698,0.75,0.0,0.06648936170212766,203.0,47.0,35.0,146.0,372.0,285.0
sh.601298,青岛港,10.262356,1.240604,8.67,46741691038.20598,G55水上运输业,0.07707521052631579,0.03422492435926865,19.0,0.44404581091067197,0.46070000000000005,0.0,0.05313725490196079,72.0,148.0,71.0,277.0,92.0,291.0
sh.601001,晋控煤业,11.996018,1.233939,13.86,23197275514.52528,B06煤炭开采和洗选业,0.14738936842105269,0.11340125673476198,19.0,0.7693991632476801,0.755,0.0,0.05447330447330448,97.0,147.0,67.0,50.0,510.0,311.0


统计项,数值
行业分布统计：,
,J66货币金融服务: 3只
,E48土木工程建筑业: 3只
,G55水上运输业: 3只
,L72商务服务业: 1只
,D44电力、热力生产和供应业: 3只
,C32有色金属冶炼和压延加工业: 1只
,F51批发业: 2只
,C18纺织服装、服饰业: 1只
,C35专用设备制造业: 1只
,B07石油和天然气开采业: 1只
,B06煤炭开采和洗选业: 3只
,C38电气机械和器材制造业: 1只
,C36汽车制造业: 1只
,D46水的生产和供应业: 1只
,C30非金属矿物制品业: 1只
,G53铁路运输业: 1只
,C31黑色金属冶炼和压延加工业: 1只
,J68保险业: 1只
,B11开采专业及辅助性活动: 1只
统计信息：,
,目标日期：2025-12-17
,总股票数量：722
,筛选后股票数量：30
,涉及行业数量：19
,有分红的股票数量：365
,平均分红收益率：0.016
,最高分红收益率：0.383
,分红数据年份范围：2024年-2025年
,ROE数据年份范围：2021年-2025年（共5年）
,有ROE数据的股票数量：660
,平均ROE均值：6.55%
,平均ROE波动率：62.26%
前100只股票估值统计：,
,前100只股票估值统计：
,综合PE均值：9.73
,综合PB均值：0.946
,综合PE*PB均值：9.78
,综合PE中位数：9.16
,综合PB中位数：0.901
,综合PE*PB中位数：9.43
筛选后30只股票估值统计：,
,筛选后30只股票估值统计：
,综合PE均值：9.71
,综合PB均值：0.870
,综合PE*PB均值：8.68
,综合PE中位数：9.36
,综合PB中位数：0.916
,综合PE*PB中位数：8.99
