code,codeName,peTTM,pbMRQ,close,totalValue,industry,roe_mean,roe_std,roe_count,roe_volatility,eps_predicted,avg_dividend_pay_rate,amount,stockDividend,dividend_yield,predicted_dividend_yield,pe_rank,pb_rank,dividend_rank,predicted_dividend_rank,roe_mean_rank,roe_volatility_rank,total_rank
sh.601166,兴业银行,5.084651,0.458853,18.13,383664738787.366,J66货币金融服务,0.0724935294117647,0.032383777929925125,17.0,0.4467126679125335,3.60625,28.731099609212333,4.354,0.0,0.048030888030888036,0.05714921564573744,7.0,16.0,37.0,33.0,304.0,109.0,56.0
sh.601997,贵阳银行,4.001446,0.311218,5.62,20547107442.55004,J66货币金融服务,0.06293129411764707,0.031560632510622924,17.0,0.5015093516370698,1.41,20.164431325646664,1.18,0.0,0.04199288256227758,0.05059047716932703,1.0,3.0,56.0,54.0,376.0,221.0,58.0
sh.601668,中国建筑,5.675635,0.363157,4.35,179747866757.5824,E48土木工程建筑业,0.08741129411764706,0.03968970830039682,17.0,0.4540569808631177,0.946666666667,24.617302062913,1.06745,0.0,0.04907816091954024,0.053573285715477044,15.0,8.0,30.0,42.0,228.0,127.0,65.0
sz.000001,平安银行,5.242308,0.486584,11.74,227810961808.85782,J66货币金融服务,0.06782435294117647,0.02710260252250044,17.0,0.3995998685900669,2.167142857143,27.891214226117,2.208,0.0,0.037614991482112434,0.05148572886471438,8.0,18.0,74.0,48.0,339.0,53.0,74.0
sh.601229,上海银行,5.692683,0.537213,9.72,138114837474.91098,J66货币金融服务,0.06607005882352941,0.028541071214283873,17.0,0.43198192528503687,1.725384615385,29.892432015630003,1.88,0.0,0.03868312757201646,0.05306166904959881,16.0,23.0,69.0,44.0,356.0,89.0,83.0
sh.600016,民生银行,5.640493,0.279398,3.7,131208649219.89487,J66货币金融服务,0.043405882352941176,0.015253283535366872,17.0,0.3514105164673219,0.676666666667,26.500917567229667,0.811,0.0,0.04383783783783784,0.04846564203738984,13.0,1.0,52.0,73.0,494.0,24.0,87.0
sh.601077,渝农商行,6.040223,0.543689,6.7,59216411350.399574,J66货币金融服务,0.06804129411764706,0.024691898468335485,17.0,0.36289577951944685,1.143157894737,30.050296946783664,1.1854099999999999,0.0,0.03538537313432835,0.05127199133418943,19.0,25.0,90.0,51.0,336.0,27.0,95.0
sh.600015,华夏银行,4.027089,0.315496,6.35,97715694342.1765,J66货币金融服务,0.04810129411764706,0.023809128839493234,17.0,0.49497896628852467,1.64875,17.440616796066,1.592,0.0,0.050141732283464566,0.04528380620868318,2.0,4.0,29.0,93.0,458.0,206.0,99.0
sh.601818,光大银行,5.421187,0.351558,3.02,140140558245.5141,J66货币金融服务,0.056197,0.024158629118288148,17.0,0.4298917934816476,0.6,22.606545263593333,0.727,0.0,0.04814569536423841,0.04491366608660927,10.0,7.0,36.0,100.0,408.0,84.0,117.0
sh.600704,物产中大,7.173561,0.610734,4.95,25596831022.626442,F51批发业,0.06955652941176471,0.03578317391966099,17.0,0.514447374276392,0.77,32.21409624829,0.79,0.0,0.03191919191919192,0.050110816386228885,36.0,30.0,111.0,55.0,331.0,241.0,121.0
sh.601169,北京银行,5.646075,0.414603,5.59,118195116237.57054,J66货币金融服务,0.054136411764705884,0.02257821814564544,17.0,0.417061593290992,0.925,27.11966138429533,1.228,0.0,0.043935599284436494,0.04487600497401285,14.0,11.0,50.0,101.0,423.0,65.0,126.0
sh.600000,浦发银行,6.020028,0.409114,9.26,308480741040.2856,J66货币金融服务,0.045989764705882355,0.017796605843985434,17.0,0.38696883877966753,1.536666666667,27.019923700286668,1.471,0.0,0.03177105831533478,0.04483867827874318,18.0,9.0,114.0,104.0,474.0,40.0,131.0
sh.601577,长沙银行,4.796004,0.525674,9.93,39924655098.146126,J66货币金融服务,0.0763984705882353,0.03334408442309828,17.0,0.4364496326479208,2.095,21.129027434508334,1.58,0.0,0.03182275931520644,0.04457735395296572,5.0,21.0,113.0,107.0,281.0,94.0,133.0
sh.601825,沪农商行,6.874662,0.639102,8.82,83194289976.22192,J66货币金融服务,0.07461323529411765,0.03058988608292252,17.0,0.4099793550345372,1.3,32.694311881158335,1.588,0.0,0.036009070294784576,0.04818889506293179,32.0,36.0,85.0,74.0,291.0,63.0,142.0
sh.601318,中国平安,6.231904,0.965721,54.83,584445372254.8672,J68保险业,0.08684941176470588,0.036820152542559534,17.0,0.42395396577139066,8.1975,41.536002594607,10.1,0.0,0.03684114535838045,0.06209946767632516,22.0,97.0,79.0,24.0,233.0,77.0,143.0
sh.601128,常熟银行,5.280131,0.712422,6.41,23385238601.84432,J66货币金融服务,0.08486735294117648,0.03768793612507386,17.0,0.4440804952547093,1.401111111111,20.623484178430335,0.9636363636363636,0.0,0.030066657211743016,0.04507923998786373,9.0,42.0,127.0,98.0,243.0,105.0,149.0
sh.600970,中材国际,8.523308,0.896806,7.72,20241225225.856697,E48土木工程建筑业,0.0959619411764706,0.04641137517687688,17.0,0.48364356335318404,1.187391304348,40.01234134078167,1.63,0.0,0.0422279792746114,0.06154184737648724,50.0,75.0,54.0,26.0,180.0,186.0,151.0
sh.601916,浙商银行,6.190455,0.446002,2.95,63554891961.32199,J66货币金融服务,0.05771,0.021416945207008396,17.0,0.37111324219387276,0.44,28.656391944329332,0.661,0.0,0.044813559322033895,0.04274173713730476,21.0,14.0,45.0,120.0,401.0,31.0,155.0
sh.601009,南京银行,6.626219,0.783366,12.24,151322458276.18167,J66货币金融服务,0.0837539411764706,0.03519157179366707,17.0,0.42017809907617343,1.878823529412,30.00404476734667,2.14532,0.0,0.03505424836601307,0.04605580497256693,27.0,51.0,93.0,88.0,251.0,70.0,166.0
sh.600919,江苏银行,6.383168,0.850079,12.57,230699183994.43283,J66货币金融服务,0.08185917647058823,0.032697318353794885,17.0,0.39943375640412093,2.000625,30.002603456467668,2.0454,0.0,0.032544152744630066,0.047751756992916165,25.0,65.0,108.0,80.0,257.0,52.0,170.0
sh.601717,中创智领,7.428598,1.060521,14.07,21698029705.745598,C35专用设备制造业,0.11305905882352942,0.045805311030041304,17.0,0.40514498799726856,2.484,49.541520265940335,3.77,0.0,0.053589196872778966,0.08746349420084988,39.0,130.0,25.0,5.0,123.0,60.0,174.0
