code,codeName,peTTM,pbMRQ,close,totalValue,industry,roe_mean,roe_std,roe_count,roe_volatility,amount,stockDividend,dividend_yield,pe_rank,pb_rank,dividend_rank,roe_mean_rank,roe_volatility_rank,total_rank
sh.600015,华夏银行,4.00995,0.352784,6.84,105228115751.69739,J66货币金融服务,0.04765509999999999,0.023923574521467535,20.0,0.5020149894023418,1.6099999999999999,0.0,0.04707602339181286,1.0,3.0,31.0,499.0,201.0,35.0
sh.600016,民生银行,5.510307,0.297637,3.82,135473035398.36005,J66货币金融服务,0.04394305,0.015354267627138376,20.0,0.3494128793321897,0.971,0.0,0.05083769633507853,11.0,1.0,26.0,523.0,28.0,38.0
sh.601818,光大银行,5.131499,0.415788,3.5,162426275743.349,J66货币金融服务,0.055984749999999986,0.02461525577419311,20.0,0.4396778725312361,0.858,0.0,0.04902857142857143,7.0,5.0,29.0,446.0,85.0,41.0
sh.601169,北京银行,4.492425,0.418459,5.5,116275280927.2919,J66货币金融服务,0.0554357,0.023887266456155427,20.0,0.4309004207785854,1.255,0.0,0.04563636363636363,3.0,6.0,33.0,449.0,73.0,42.0
sh.601668,中国建筑,4.810392,0.445596,5.2,214878055980.06644,E48土木工程建筑业,0.08803995,0.04136426816707106,20.0,0.4698352073924515,1.0456500000000002,0.0,0.0402173076923077,5.0,8.0,48.0,235.0,143.0,61.0
sh.601166,兴业银行,5.758841,0.571987,21.03,445039222420.5172,J66货币金融服务,0.07247755,0.032333791960985896,20.0,0.44612148121709266,4.888,0.0,0.04648597242035187,14.0,20.0,32.0,322.0,95.0,66.0
sh.601328,交通银行,6.853804,0.572714,7.36,191888302417.58243,J66货币金融服务,0.05569505,0.026045789694053093,20.0,0.4676499921277221,1.6383,0.0,0.044519021739130436,27.0,21.0,34.0,448.0,133.0,82.0
sz.000001,平安银行,5.193754,0.499901,11.54,223905940184.33176,J66货币金融服务,0.06567005000000001,0.027156251753751987,20.0,0.4135256750033232,2.0760000000000005,0.0,0.03597920277296361,8.0,14.0,63.0,380.0,56.0,85.0
sh.601229,上海银行,5.849535,0.586449,9.9,140682288926.17453,J66货币金融服务,0.06646560000000003,0.02964719318817284,20.0,0.44605319425646994,2.06,0.0,0.04161616161616162,17.0,23.0,45.0,373.0,94.0,85.0
sh.601998,中信银行,5.88653,0.574758,7.42,302589435160.42773,J66货币金融服务,0.06039989999999999,0.02579985657222475,20.0,0.4271506504518178,1.4998,0.0,0.04042587601078167,19.0,22.0,47.0,412.0,67.0,88.0
sh.601186,中国铁建,4.978318,0.3892,7.82,89943589117.19153,E48土木工程建筑业,0.05236559999999999,0.027203106967287474,20.0,0.519484298227987,1.176,0.0,0.030076726342710997,6.0,4.0,87.0,467.0,228.0,97.0
sh.601390,中国中铁,5.393584,0.423955,5.42,110979903396.86862,E48土木工程建筑业,0.0599647,0.030831595161798758,20.0,0.5141624182527179,0.8660000000000001,0.0,0.031955719557195575,10.0,7.0,81.0,417.0,222.0,98.0
sh.601916,浙商银行,5.985554,0.470614,3.04,65503970949.03876,J66货币金融服务,0.058175800000000014,0.022194810959700516,20.0,0.3815127760976301,0.53,0.0,0.03486842105263158,20.0,11.0,68.0,434.0,36.0,99.0
sh.601658,邮储银行,7.435118,0.63977,5.4,362404436465.6382,J66货币金融服务,0.06619145,0.028720419921565432,20.0,0.43389924108877254,1.1509,0.0,0.04262592592592592,33.0,30.0,40.0,375.0,74.0,103.0
