code,codeName,peTTM,pbMRQ,close,industry,roe_mean,roe_std,roe_count,roe_volatility,amount,stockDividend,dividend_yield,pe_rank,pb_rank,dividend_rank,roe_mean_rank,roe_volatility_rank,total_rank
sh.601818,光大银行,5.160822,0.418164,3.52,J66货币金融服务,0.05418257894736842,0.023895761744887334,19,0.4410229673286513,0.29400000000000004,0.0,0.08352272727272729,8.0,5.0,7.0,459.0,90.0,20.0
sh.600015,华夏银行,4.027537,0.354331,6.87,J66货币金融服务,0.04607810526315789,0.023486857114126937,19,0.5097183788263542,0.505,0.0,0.0735080058224163,1.0,3.0,20.0,523.0,227.0,24.0
sh.600016,民生银行,5.72668,0.309324,3.97,J66货币金融服务,0.042811052631578944,0.0148929108731253,19,0.34787537230840626,0.328,0.0,0.08261964735516372,16.0,1.0,10.0,546.0,27.0,27.0
sz.000001,平安银行,5.144247,0.495136,11.43,J66货币金融服务,0.06462926315789475,0.0274875204225928,19,0.425310750571896,0.844,0.0,0.07384076990376202,7.0,14.0,19.0,383.0,68.0,40.0
sh.601229,上海银行,5.672277,0.568677,9.6,J66货币金融服务,0.06397526315789474,0.0282287183671013,19,0.4412442712026233,0.8,0.0,0.08333333333333334,14.0,22.0,8.0,388.0,91.0,44.0
sh.601166,兴业银行,5.673951,0.563555,20.72,J66货币金融服务,0.07023026315789473,0.03157433438348676,19,0.44958302822388646,1.625,0.0,0.07842664092664094,15.0,21.0,13.0,334.0,110.0,49.0
sh.601169,北京银行,4.557769,0.424546,5.58,J66货币金融服务,0.05304905263157895,0.02195565723724294,19,0.4138746339114304,0.32,0.0,0.05734767025089606,3.0,7.0,61.0,467.0,55.0,71.0
sh.601998,中信银行,6.045197,0.59025,7.62,J66货币金融服务,0.05872352631578949,0.025363066396651163,19,0.43190639234196637,0.5427,0.0,0.07122047244094487,20.0,26.0,25.0,422.0,81.0,71.0
sh.601328,交通银行,6.937614,0.579717,7.45,J66货币金融服务,0.05366247368421053,0.025076949124131286,19,0.4673088548191517,0.5353,0.0,0.07185234899328859,30.0,23.0,23.0,462.0,139.0,76.0
sh.601668,中国建筑,4.745637,0.439597,5.13,E48土木工程建筑业,0.08448315789473684,0.039229919356224864,19,0.4643519529076318,0.27149999999999996,0.0,0.05292397660818713,5.0,8.0,73.0,249.0,132.0,86.0
sh.601825,沪农商行,7.281859,0.715343,9.34,J66货币金融服务,0.07175336842105262,0.030594315278442256,19,0.42638158948738364,0.673,0.0,0.07205567451820129,34.0,42.0,22.0,326.0,71.0,98.0
sh.601009,南京银行,6.509573,0.769313,11.33,J66货币金融服务,0.08095515789473684,0.034834525488791145,19,0.43029408372083294,0.85177,0.0,0.07517828773168579,26.0,57.0,16.0,270.0,78.0,99.0
sh.601658,邮储银行,7.62788,0.656356,5.54,J66货币金融服务,0.06411631578947367,0.027924539916736383,19,0.4355293901855931,0.3846,0.0,0.06942238267148014,40.0,32.0,31.0,386.0,84.0,103.0
sh.601390,中国中铁,5.383633,0.423173,5.41,E48土木工程建筑业,0.05756005263157894,0.02968713988033967,19,0.5157594290324282,0.26,0.0,0.04805914972273567,10.0,6.0,87.0,433.0,240.0,103.0
sh.601916,浙商银行,6.044622,0.475258,3.07,J66货币金融服务,0.056191368421052636,0.02090076412003087,19,0.3719568451050606,0.156,0.0,0.050814332247557006,19.0,11.0,80.0,441.0,32.0,110.0
sh.600820,隧道股份,7.777714,0.63744,6.31,E48土木工程建筑业,0.04459726315789474,0.03318215745085854,19,0.7440402190909902,0.4,0.0,0.06339144215530904,43.0,31.0,44.0,533.0,514.0,118.0
sh.601939,建设银行,7.246827,0.711639,9.34,J66货币金融服务,0.06917726315789473,0.03204855689564769,19,0.4632816540096123,0.5888,0.0,0.0630406852248394,33.0,41.0,47.0,345.0,131.0,121.0
sh.601919,中远海控,6.086625,0.997125,14.95,G55水上运输业,0.29912757894736847,0.29763891695089506,19,0.9950233208127716,2.11,0.0,0.1411371237458194,21.0,98.0,2.0,5.0,616.0,121.0
sh.600926,杭州银行,5.97548,0.853715,15.66,J66货币金融服务,0.08389589473684211,0.03427378308868933,19,0.40852753518150764,1.0299999999999998,0.0,0.06577266922094507,18.0,68.0,39.0,251.0,50.0,125.0
sh.601186,中国铁建,4.889192,0.382232,7.68,E48土木工程建筑业,0.05004442105263157,0.025833634725802693,19,0.5162140790605517,0.3,0.0,0.0390625,6.0,4.0,118.0,489.0,242.0,128.0
sh.601077,渝农商行,6.166067,0.557621,6.46,J66货币金融服务,0.06586089473684212,0.024569242919857556,19,0.37304751200280456,0.3046,0.0,0.04715170278637771,22.0,20.0,92.0,371.0,33.0,134.0
sh.601988,中国银行,7.849071,0.703778,5.84,J66货币金融服务,0.05707310526315788,0.026925631755499228,19,0.47177443090485555,0.3518,0.0,0.060239726027397265,44.0,39.0,55.0,437.0,151.0,138.0
sh.600919,江苏银行,5.63566,0.755322,10.5,J66货币金融服务,0.077738,0.0335213288254243,19,0.43120904609617305,0.5206,0.0,0.04958095238095238,12.0,50.0,82.0,285.0,79.0,144.0
sh.601838,成都银行,5.329594,0.836558,16.74,J66货币金融服务,0.09734631578947368,0.04848694845586185,19,0.49808714446597346,0.891,0.0,0.05322580645161291,9.0,64.0,72.0,173.0,201.0,145.0
sh.601398,工商银行,7.871635,0.754985,8.1,J66货币金融服务,0.06100821052631578,0.029817850989296377,19,0.48875144397874937,0.4494,0.0,0.055481481481481486,45.0,49.0,67.0,407.0,183.0,161.0
